address,business_id,city,latitude,longitude,name,phone_number,postal_code,state
"9449 Friars Road",477282,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-358 FAN STAND WITH MEXICAN (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",477289,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-528 OGGIES (LOGE LEVEL)",,92108,CA
"9449 Friars Road",477287,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-455 FAN STAND (CLUB LEVEL)",,92108,CA
"9449 Friars Road",477303,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - SECTION 460 CLUB PANTRY (CLUB LEVEL)",,92108,CA
"9449 Friars Road",477277,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-327 GAME DAY GRILL (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",253528,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-351 TAILGATE ZONE (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",296262,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - SECTION 621 END ZONE RESTAURANT (PRESS LEVEL)",,92108,CA
"9449 Friars Road",477281,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-352 HAMBURGER HUDDLE (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",257875,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - SECTION 442 CLUB PANTRY (CLUB LEVEL)",,92108,CA
"9449 Friars Road",477302,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - SECTION 430 CLUB PANTRY (CLUB LEVEL)",,92108,CA
"9449 Friars Road",477273,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-315 GAME DAY GRILL (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",297714,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-731 FAN STAND (VIEW LEVEL)",,92108,CA
"9449 Friars Road",310234,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-517 FAN STAND (LOGE LEVEL)",,92108,CA
"9449 Friars Road",477280,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-345 FAN STAND WITH MEXICAN (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",337864,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - SECTION 630 PRESS DINING (PRESS LEVEL)",,92108,CA
"9449 Friars Road",477301,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - SECTION 412 CLUB PANTRY (CLUB LEVEL)",,92108,CA
"9449 Friars Road",477274,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-316 OGGIES PIZZA (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",477284,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-401 FAN STAND (CLUB LEVEL)",,92108,CA
"9449 Friars Road",477286,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-448 FAN STAND (CLUB LEVEL)",,92108,CA
"9449 Friars Road",477279,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-334 TORTILLA JUNCTION (PLAZA LEVEL)",,92108,CA
"721 South Santa Fe Avenue",375016,Vista,33.195013,-117.237004,"CUCINA DI ZUCCHERO",,92083,CA
"1945 East El Norte Parkway",254013,"San Diego",33.150419,-117.062274,"FOOD VALUE MARKET",,92027,CA
"2319 Reo Drive",579807,"San Diego",32.676435,-117.065306,"HARITOS TAQUIZAS",,92139,CA
"1620 National Avenue",351417,"San Diego",32.70389,-117.149439,"HG SAUSAGEWORKS",,92113,CA
"1041 University Avenue",586761,"San Diego",32.748363,-117.15481,"KATO SUSHI",,92103,CA
"290 N Coast Highway 101",586381,Encinitas,33.054163,-117.296654,"JUANITAS TACO SHOP",,92024,CA
"3805 Murphy Canyon Road",412983,"San Diego",32.811867,-117.115783,"HOLIDAY INN MISSION VALLEY",,92123,CA
"8824 Cottonwood Avenue",489744,Santee,32.836454,-116.974411,"SANTEE MINISTERIAL COUNCIL",,92071,CA
"1930 Cleveland Ave",355860,"National City",32.663365,-117.111171,"PAPA GALLO",,91950,CA
"4637 Market St",562560,"San Diego",32.711435,-117.094497,"CALIFORNIA GRUB",,92102,CA
"8750 Genesee Avenue",536317,"San Diego",32.868711,-117.214159,YOGURTLAND,,92122,CA
"631 S Melrose Dr, 101",262920,Vista,33.18578,-117.253317,"VIA SICILIA",,92081,CA
"1290 Hollister St",144813,"San Diego",32.573317,-117.084106,"GONZALEZ BAKERY",,92154,CA
"200 Marina Park Way",164462,"San Diego",32.704817,-117.16404,"JJ'S SUNSET DELI BY THE BAY",,92101,CA
"1348 West Valley Parkway",475391,Escondido,33.112398,-117.102819,"PORT OF SUBS",,92029,CA
"2708 Highland Avenue",573837,"National City",32.661452,-117.092446,"TORTAS DON VICENTE",,91950,CA
"3030 Plaza Bonita Road",591536,"National City",32.656338,-117.065814,"LOVE CUPCAKE CAFE",,91950,CA
"1250 El Cajon Blvd",175929,"El Cajon",32.781041,-116.983237,"QUALITY INN & SUITES SAN DIEGO EAST",,92020,CA
"819 C St",486708,"San Diego",32.716778,-117.157149,"RUSTIC KITCHEN",,92101,CA
"101 Broadway",164434,"San Diego",32.715634,-117.163816,WENDYS,,92101,CA
"601 North Coast Highway",507481,Oceanside,33.199465,-117.38289,"SURF RIDER CHEVRON",,92054,CA
"47 Douglas Dr",162363,Oceanside,33.22667,-117.326028,"RED RIBBON BAKESHOP",,92058,CA
"1608 Broadway",71775,"El Cajon",32.807711,-116.920193,"ALBERTSONS 6771",,92021,CA
"4591 El Cajon Boulevard",458781,"San Diego",32.755518,-117.095585,"NHAT VY RESTAURANT",,92115,CA
"3515 Sweetwater Springs Blvd",469245,"Spring Valley",32.743201,-116.972762,"PEDROS COCINA MEXICANA",,91978,CA
"6949 El Camino Real",403580,Carlsbad,33.103785,-117.26685,GNC,,92009,CA
"12233 Poway Road",592363,Poway,32.951294,-117.066124,"LANDMARK DELI",,92064,CA
"16530 Via Esprillo",497251,"San Diego",33.016393,-117.092107,"SONY COFFEE -EUREST",,92127,CA
"4303 La Jolla Village Drive",365492,"San Diego",32.872525,-117.213848,"COZYMELS MEXICAN GRILL",,92122,CA
"1146 Garnet Avenue",236896,"San Diego",32.798279,-117.249054,"CHALKBOARD DELI",,92109,CA
"10633 Tierrasanta Blvd",71771,"San Diego",32.822741,-117.100106,"ALBERTSONS 6760",,92124,CA
"3665 North Harbor Drive",561569,"San Diego",32.729453,-117.202637,"BUBBLES WINE BAR T2W",,92101,CA
"4545 La Jolla Village Drive",391858,"San Diego",32.870527,-117.210525,"EUREKA BURGER",,92122,CA
"5447 Kearny Villa Road",369141,"San Diego",32.832652,-117.138327,"GREEN SHALLOTS",,92123,CA
"15500 San Pasqual Valley Road",584790,"Hidden Vale Mobile Home Park",33.099571,-117.029643,"SAFARI PARK FOOD SERVICE - ZABIBU",,92027,CA
"3820 University Avenue",400739,"San Diego",32.749785,-117.111587,"GABRIELS MARKET",,92105,CA
"3809 Plaza Drive",502731,"San Diego",33.181534,-117.293051,SUBMARINA,,92056,CA
"1503 30th St",71902,"San Diego",32.721643,-117.130253,"ALCHEMY RESTAURANT",,92102,CA
"5131 College Ave",170988,"San Diego",32.771405,-117.069853,"THE PITA PIT",,92115,CA
"1604 East 18th Street",574951,"National City",32.671754,-117.086978,"TAMALES RAMIREZ",,91950,CA
"393 East Chase Avenue",554599,"El Cajon",32.780116,-116.958286,"7-ELEVEN # 2131-35674 H",,92020,CA
"473 Horton Plz",532157,"San Diego",32.714146,-117.161944,"WETZELS PRETZELS",,92101,CA
"255 Marketplace Ave",162344,"San Diego",32.703103,-117.09947,"COTIJAS TACO SHOP",,92113,CA
"5620 Baltimore Drive",273322,"La Mesa",32.782345,-117.032736,"GUS'S SUBS AND PIZZA",,91942,CA
"3137 S Mission Rd",561586,Fallbrook,33.335872,-117.236906,"BUCKET OF NAILS",,92028,CA
"101 17th Street",564193,"San Diego",32.706392,-117.148429,COFFEENEURS,,92101,CA
"446 Alta Rd",564848,"San Diego",32.59128,-116.926283,"THE BBQ PATIO & COFFEE",,92158,CA
"4240 Kearny Mesa Rd, 119",598572,"San Diego",32.81882,-117.149151,"MATCHA LOVE",,92111,CA
"9449 Friars Road",588422,"San Diego",32.781639,-117.120259,"MAUI WOWI",,92108,CA
"11975 Carmel Mountain Road",359444,"San Diego",32.982283,-117.075279,"Z PIZZA",,92128,CA
"5188 Bonita Rd",64391,Bonita,32.672063,-117.02014,"7-ELEVEN #32825",,91902,CA
"12230 Scripps Summit Dr",142583,"San Diego",32.939979,-117.101832,"CANTEEN COMPASS GROUP",,92131,CA
"1435 Camino Del Mar",111064,"Del Mar",32.959439,-117.265157,"BRUEGGERS BAGELS",,92014,CA
"7955 La Jolla Shores Drive",516367,"La Jolla",32.851233,-117.253221,"THE GRILL AT HOTEL LA JOLLA",,92037,CA
"3149 Main St",398574,"Chula Vista",32.594757,-117.065432,"FRATERNAL ORDER OF EAGLES",,91911,CA
"555 Broadway",148336,"Chula Vista",32.629223,-117.088799,"DOLCI MANGO OF CHULA VISTA",,91910,CA
"7061 Clairemont Mesa Boulevard",299361,"San Diego",32.832554,-117.164129,"PLAYERS SPORTS BAR & GRILL",,92117,CA
"942 Cardiff Street",355841,"San Diego",32.715953,-117.025485,"DREAM 4 NUTRITION CLUB",,92114,CA
"25 Main St",168644,Vista,33.201035,-117.244341,"KRIKORIAN PREMIERE THEATRES",,92083,CA
"13464 Poway Road",280825,"San Diego",32.956809,-117.039098,"COCOS #883",,92064,CA
"13845 Poway Rd",97438,Poway,32.956281,-117.031031,"BEST WESTERN POWAY COUNTRY INN",,92064,CA
"8278 La Mesa Boulevard",223526,"San Diego",32.765067,-117.019494,"COSMOS COFFEE CAFE",,91941,CA
"1280 East Vista Way",228292,Vista,33.218515,-117.226772,"CAMBRIDGE RESTAURANT AND BAR",,92084,CA
"4637 Market St",563213,"San Diego",32.711435,-117.094497,"CART FOR A CAUSE",,92102,CA
"2408 Northside Drive",254233,"San Diego",32.783232,-117.127617,"OKITON JAPANESE BISTRO",,92108,CA
"2962 Imperial Ave",384634,"San Diego",32.706387,-117.130277,"DULCERIA TIERRA CALIENTE",,92102,CA
"2170 Birch Rd",68513,"Chula Vista",32.621692,-116.960728,"ACHIOTE RESTAURANT",,91915,CA
"2751 Roosevelt Road",403690,"San Diego",32.736335,-117.21372,"GO RAW LIFE CENTER",,92106,CA
"1852 Rosecrans Street",253847,"San Diego",32.730693,-117.224459,WIENERSCHNITZEL,,92106,CA
"8801 Villa La Jolla Dr",513990,"La Jolla",32.868581,-117.233581,"TGI FRIDAYS",,92037,CA
"15318 Pomerado Rd",457266,Poway,32.993665,-117.058014,"NER TAMID NORTH COUNTY CONSERVA",,92064,CA
"202 East Via Rancho Parkway",559156,Escondido,33.069216,-117.06903,"BJS RESTAURANT AND BREWHOUSE",,92025,CA
"1038 Garnet Avenue",425021,"San Diego",32.797834,-117.251077,"KABOB ISLAND",,92109,CA
"4085 Pacific Hwy",472483,"San Diego",32.743996,-117.191466,"PIZZA BOSS",,92110,CA
"507 Sweetwater Rd",465665,"Spring Valley",32.706705,-117.010835,"PALOMA TACO SHOP",,91977,CA
"1515 Hotel Circle South",383694,"San Diego",32.758237,-117.176772,"DOUBLETREE CLUB HOTEL",,92108,CA
"5660 Lake Murray Boulevard",251950,"La Mesa",32.783195,-117.028946,"LOS PINOS",,91942,CA
"10292 Campus Point Dr",225287,"San Diego",32.890469,-117.222005,"CAFE AA",,92121,CA
"1444 Pioneer Way",464560,"El Cajon",32.814975,-116.967746,"OWEN ZAKKS PRIMO FOOD AND CATERING",,92020,CA
"7406 University Avenue",495368,"San Diego",32.756991,-117.038478,SLIDES,,91942,CA
"1731 Euclid Avenue",587455,"San Diego",32.723343,-117.084842,"SAVE A LOT",,92105,CA
"912 South Redwood Street",305540,Escondido,33.110277,-117.084115,"WESTSIDE CAFE",,92025,CA
"6619 Linda Vista Road",320629,"San Diego",32.773872,-117.174657,"MARGARITAS FRESH FRUIT & PLANT",,92111,CA
"144 South Orange Avenue",293667,"San Diego",32.794516,-116.963671,"JOHN LITTLE CATERING",,92020,CA
"1375 Garnet Ave",180377,"San Diego",32.798909,-117.244812,"CARLS JR #318",,92109,CA
"16759 Bernardo Center Drive",250631,"San Diego",33.017952,-117.074625,"COCOS #885",,92128,CA
"16620 W Bernardo Dr",140689,"San Diego",33.013976,-117.08462,NOKIA,,92127,CA
"909 Prospect St",82740,"La Jolla",32.846512,-117.275468,"AROMA CAFE",,92037,CA
"4227 Market St",149976,"San Diego",32.71149,-117.104155,"KIMS BAR-BE-QUE",,92102,CA
"13326 Highway 8 Business",576169,Lakeside,32.832762,-116.905128,"MIKES GIANT NEW YORK PIZZA",,92040,CA
"3146 Sports Arena Blvd",64612,"San Diego",32.752434,-117.206771,"7-ELEVEN 2111-34243B",,92110,CA
"5844 Montezuma Road",397904,"San Diego",32.770805,-117.070271,"FOUR POINT O DELI",,92115,CA
"1520 Linda Vista Drive",557662,"San Marcos",33.139459,-117.199222,"BAJA CALI TACOS",,92078,CA
"8280 Mira Mesa Boulevard",575987,"San Diego",32.912782,-117.144381,"GENGHIS GRILL",,92126,CA
"4427 El Cajon Boulevard",391830,"San Diego",32.754868,-117.099079,"ETNA RESTAURANT",,92115,CA
"3707 North Harbor Drive",595748,"San Diego",32.729419,-117.205482,"SD INTL AIRPORT TERMINAL #2 - STARBUCKS TERMINAL 2 EAST",,92101,CA
"12045 Carmel Mountain Road",315642,"San Diego",32.98381,-117.075675,"O'S AMERICAN KITCHEN",,92129,CA
"2958 National Ave",528396,"San Diego",32.695942,-117.130306,"VIVA FOODS",,92113,CA
"2015 Garnet Avenue",559368,"San Diego",32.801225,-117.233122,BLONDIES,,92109,CA
"2588 El Camino Real",472716,Carlsbad,33.178138,-117.326555,"PIZZA HUT",,92008,CA
"2455 Vista Way",162365,Oceanside,33.183235,-117.333487,"MAUI BBQ",,92054,CA
"4090 El Cajon Blvd",62392,"San Diego",32.755244,-117.107487,"4J'S MINI MART",,92105,CA
"4725 Clairemont Drive",400146,"San Diego",32.831411,-117.205442,"FUJI FOOD PRODUCTS INC",,92117,CA
"633 Birmingham Drive",306312,"San Diego",33.025666,-117.276007,"SHELL #63160",,92007,CA
"5522 El Cajon Boulevard",508808,"North Park",32.758679,-117.07565,"T L KITCHEN",,92115,CA
"650 Douglas Dr",297726,Oceanside,33.244486,-117.322519,"FIVE STAR DISCOUNT MARKET",,92058,CA
"163 Mace Street",334219,"San Diego",32.59343,-117.053078,"DON BENNY ICE CREAM",,91911,CA
"4403 Convoy Street",484632,"San Diego",32.820114,-117.154966,"ROLANDOOS TACO SHOP",,92111,CA
"13439 Camino Canada",271315,"El Cajon",32.825337,-116.90163,"VONS #2333",,92021,CA
"16765 W Bernardo Dr",140711,"San Diego",33.016284,-117.082315,"CAL DINING",,92127,CA
"4475 Mission Boulevard",574286,"San Diego",32.796232,-117.255286,"OGGIS PIZZA EXPRESS",,92109,CA
"3681 Avocado Blvd",528672,"La Mesa",32.747357,-116.962087,"VONS #2365",,91941,CA
"1646 India Street",298648,"San Diego",32.722536,-117.168565,"LA VILLA",,92101,CA
"5998 Alcala Park",345829,"San Diego",32.770507,-117.190586,"USD ALCALA PARK - USD BOOKSTORE",,92110,CA
"8360 Clairemont Mesa Blvd",182778,"San Diego",32.832895,-117.144936,"MANGIA MANGIA DELI",,92111,CA
"5185 Waring Rd",71752,"San Diego",32.79225,-117.081051,"ALBERTSONS 6709",,92120,CA
"8360 Clairemont Mesa Blvd, 112",595948,"San Diego",32.832895,-117.144936,PUBCAKES,,92111,CA
"3383 El Cajon Boulevard",594541,"San Diego",32.755018,-117.120488,"FOSTER PHILLYS AND RIBS",,92104,CA
"8515 Navajo Rd",173480,"San Diego",32.803058,-117.012797,"NAVAJOS SECOND WIND",,92119,CA
"2994 Main St",400317,"San Diego",32.692804,-117.129621,"FUN & FOOD FAIRE",,92113,CA
"1035 S Harbison Ave",359773,"National City",32.682899,-117.074501,"SAVE-A-LOT #949-5970",,91950,CA
"9261 Mission Gorge Rd",178017,Santee,32.838594,-116.995968,"SANTEE SPORTS BAR",,92071,CA
"8929 Carlton Hills Blvd",162295,Santee,32.839717,-116.99582,"YE VILLAGE INN",,92071,CA
"6925 El Cajon Boulevard",373427,"San Diego",32.768585,-117.048643,"PAPA JOHNS PIZZA #1338",,92115,CA
"2050 Otay Valley Rd",569882,"Chula Vista",32.587226,-117.009272,"CRICKET WIRELESS AMPHITHEATER - ALL STAR EAST & WAREHOUSE",,91911,CA
"4481 El Cajon Boulevard",349442,"San Diego",32.755194,-117.097924,"PARIS BAKERY",,92115,CA
"2050 Otay Valley Rd",569888,"Chula Vista",32.587226,-117.009272,"CRICKET WIRELESS AMPHITHEATER - WIENERSCHNITZEL EAST",,91911,CA
"678 Jamacha Road",490269,"El Cajon",32.787831,-116.928354,"SAVE-A-LOT #948-5969",,92019,CA
"100 Park Blvd",470285,"San Diego",32.706257,-117.156298,"PETCO PARK - B - 105 BAR",,92101,CA
"100 Park Blvd",470299,"San Diego",32.706257,-117.156298,"PETCO PARK - PARK IN THE PARK",,92101,CA
"100 Park Blvd",470275,"San Diego",32.706257,-117.156298,"PETCO PARK - 215 - TROLLEY STATION GRILL-PIZZA",,92101,CA
"2050 Otay Valley Rd",374376,"Chula Vista",32.587226,-117.009272,"CRICKET WIRELESS AMPHITHEATER - VIP LOUNGE",,91911,CA
"9613 Carlton Hills Boulevard",554694,Santee,32.852552,-116.998506,"7-ELEVEN #36659",,92071,CA
"100 Park Blvd",316928,"San Diego",32.706257,-117.156298,"PETCO PARK - B - PARK BAR",,92101,CA
"500 Hotel Cir N",251717,"San Diego",32.76126,-117.168468,"HAZELWOODS GIFTSHOP - LANAI #02057",,92108,CA
"11620 Carmel Mountain Rd",162312,"San Diego",32.979145,-117.081381,"READING CINEMAS CARMEL MOUNTAIN",,92128,CA
"7043 Camino Maquiladora",477623,"San Diego",32.56642,-116.98693,"QUES MEX DISTRIBUTOR INC",,92154,CA
"111 West Harbor Drive",577380,"San Diego",32.710589,-117.167527,"SAN DIEGO CONVENTION CENTER - CONCESSION STAND A - GROUND LEVEL",,92101,CA
"2270 Hotel Cir N",569980,"San Diego",32.759824,-117.185158,"CROWNE PLAZA HANALEI HOTEL - CLUB LOUNGE",,92108,CA
"13624 Poway Rd",164484,Poway,32.956443,-117.035436,"BUTTERCREAM LLC",,92064,CA
"139 Pawnee Street",453213,"San Marcos",33.147125,-117.197663,"MOLINA BRO CATERING #2",,92078,CA
"4948 El Cajon Boulevard",308593,"San Diego",32.756702,-117.088067,"LAS TRES MARIAS PRODUCE",,92115,CA
"4660 El Cajon Boulevard",412554,"San Diego",32.755907,-117.093977,"HOAI HUE RESTAURANT",,92115,CA
"5522 El Cajon Boulevard",440607,"San Diego",32.758679,-117.07565,"LUCKY LADY SPORTS BAR INC",,92115,CA
"5300 Grand Del Mar Ct",405535,"San Diego",32.938249,-117.197605,"GRAND DEL MAR - BAKERY KITCHEN",,92130,CA
"3960 West Point Loma Boulevard",359251,"San Diego",32.753776,-117.223699,"PAPA JOHNS PIZZA #2341",,92110,CA
"5300 Grand Del Mar Ct",583274,"San Diego",32.938249,-117.197605,"GRAND DEL MAR - MAIN POOL KITCHEN AND BAR",,92130,CA
"5300 Grand Del Mar Ct",405539,"San Diego",32.938249,-117.197605,"GRAND DEL MAR - MENS MEMBER LOUNGE",,92130,CA
"5300 Grand Del Mar Ct",405538,"San Diego",32.938249,-117.197605,"GRAND DEL MAR - MAIN LOBBY BAR",,92130,CA
"5300 Grand Del Mar Ct",294088,"San Diego",32.938249,-117.197605,"GRAND DEL MAR - BANQUET KITCHEN",,92130,CA
"5300 Grand Del Mar Ct",267765,"San Diego",32.938249,-117.197605,"GRAND DEL MAR - GELATO AND COFFEE BAR",,92130,CA
"5300 Grand Del Mar Ct",584920,"San Diego",32.939393,-117.197704,"GRAND DEL MAR - CLUB HOUSE GRILL AND BAR",,92130,CA
"5300 Grand Del Mar Ct",405534,"San Diego",32.938249,-117.197605,"GRAND DEL MAR - AMAYA RESTAURANT AND BAR",,92130,CA
"5300 Grand Del Mar Ct",350863,"San Diego",32.938249,-117.197605,"GRAND DEL MAR - ADDISON RESTAURANT AND BAR",,92130,CA
"5300 Grand Del Mar Ct",306023,"San Diego",32.938249,-117.197605,"GRAND DEL MAR - ADULT POOL BAR",,92130,CA
"5300 Grand Del Mar Ct",600368,"San Diego",32.938249,-117.197605,"GRAND DEL MAR - GOLF CART",,92130,CA
"3727 University Avenue",308890,"San Diego",32.749629,-117.112784,"SHINGANI MARKET",,92105,CA
"1666 Alpine Boulevard",249957,"San Diego",32.837854,-116.779155,"CIRCLE K 76 #2708581",,91901,CA
"6615 Flanders Drive",590792,"San Diego",32.906258,-117.177129,"TEE PARTY",,92126,CA
"4672 University Avenue",254370,"San Diego",32.749637,-117.094033,"MILANO PIZZA",,92105,CA
"12625 High Bluff Drive",562282,"San Diego",32.947472,-117.239559,"CAFE DEL MAR",,92130,CA
"2260 Otay Lakes Rd",151817,"Chula Vista",32.647767,-116.96635,"MAX CUP",,91915,CA
"3665 North Harbor Drive",489151,"San Diego",32.729454,-117.202784,"SAN PREP KITCHEN ROTUNDA T1W",,92101,CA
"7006 University Ave",554602,"La Mesa",32.755186,-117.047199,"7-ELEVEN # 36812",,91942,CA
"2015 Birch Road",527042,"Chula Vista",32.622081,-116.969026,"VENGA VENGA CANTINA",,91913,CA
"2333 Highland Avenue",584048,"National City",32.664892,-117.093443,"POPS CHICKEN & MORE",,91950,CA
"2506 S Santa Fe Ave",359742,Vista,33.163781,-117.205355,"SUPER ICE CREAM",,92083,CA
"2712 Loker Ave W",363793,Carlsbad,33.132239,-117.259569,STAPLES,,92010,CA
"3665 N Harbor Dr",592920,"San Diego",32.729461,-117.198353,"JET BOX MARKET & REBAR NO 9 T2E",,92101,CA
"3707 North Harbor Drive",261336,"San Diego",32.729419,-117.205482,"PREP KITCHEN T2E",,92101,CA
"2011 Mission Avenue",510395,"San Diego",33.204381,-117.363919,"TACOS EL GALLO",,92057,CA
"3225 North Harbor Drive",359560,"San Diego",32.729239,-117.190859,"SAN DIEGO BAY NEWS/ CAFE",,92101,CA
"1858 Garnet Avenue",430835,"San Diego",32.80091,-117.236136,"LA COSA PIZZA & PASTA",,92109,CA
"230 Jamacha Road",573167,"El Cajon",32.793546,-116.934962,"ELITE ACADEMY",,92019,CA
"933 Sweetwater Rd",327648,"Spring Valley",32.712593,-117.012709,"VONS #2353",,91977,CA
"9292 Carlton Hills Boulevard",566587,Santee,32.845194,-116.998622,"YOGURT & STUFF",,92071,CA
"1022 West El Norte Parkway",565169,Escondido,33.146691,-117.103966,"RITAS OF ESCONDIDO",,92026,CA
"3548 Ashford Street",348432,"San Diego",32.808694,-117.160008,"INTERNATIONAL GROCERY",,92111,CA
"4516 Mission Blvd",111938,"San Diego",32.797072,-117.255654,"BUDDIES BURGERS",,92109,CA
"1158 W San Marcos Blvd",230049,"San Marcos",33.133748,-117.192253,"CAPRIOTTIS SANDWICH SHOP",,92078,CA
"997 W San Marcos Blvd",140665,"San Marcos",33.134769,-117.187875,SUBMARINA,,92078,CA
"9449 Friars Road",477278,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-332 FAN STAND WITH MEXICAN (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",365024,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-413 FAN STAND (CLUB LEVEL)",,92108,CA
"9449 Friars Road",477269,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CL-402 TAIL GATE CENTRAL (CLUB LEVEL)",,92108,CA
"9449 Friars Road",258971,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-326 WANNA GRILL (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",266743,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-323 M MURPHYS (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",358622,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-339 FAN STAND (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",586474,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-405 BARS 1 & 2 (CLUB LEVEL)",,92108,CA
"9449 Friars Road",345618,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-441 FAN STAND (CLUB LEVEL)",,92108,CA
"9449 Friars Road",574796,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CL-437 BARS 1 & 2 (CLUB LEVEL)",,92108,CA
"9449 Friars Road",244997,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-318 FAN STAND (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",477276,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-324 FAN STAND WITH MEXICAN (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",477283,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-360 SUPER STAND AND SATELLITE CART (PLAZA LEVEL)",,92108,CA
"2260 Jimmy Durante Boulevard",570820,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS- GRAND STAND C4084",,92014,CA
"9449 Friars Road",273610,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-310 FAN STAND WITH MEXICAN (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",323617,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-343 SUPER STAND (PLAZA LEVEL)",,92108,CA
"9449 Friars Road",477285,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-436 TOP DOG (CLUB LEVEL)",,92108,CA
"2050 Otay Valley Rd",569885,"Chula Vista",32.587226,-117.009272,"CRICKET WIRELESS AMPHITHEATER - KONA CANTINA EAST",,91911,CA
"2050 Otay Valley Rd",569884,"Chula Vista",32.587226,-117.009272,"CRICKET WIRELESS AMPHITHEATER - HEINEKEN EAST",,91911,CA
"570 Marina Parkway",347247,"San Diego",32.625122,-117.100985,DOLPHINS,,91910,CA
"9449 Friars Road",477296,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-727 FAN STAND (VIEW LEVEL)",,92108,CA
"9449 Friars Road",477297,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-732 GAME DAY GRILL (VIEW LEVEL)",,92108,CA
"9449 Friars Road",477288,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-525 FAN STAND (LOGE LEVEL)",,92108,CA
"9449 Friars Road",273748,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-758 FAN STAND (VIEW LEVEL)",,92108,CA
"9449 Friars Road",477290,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-613 FAN STAND (PRESS LEVEL)",,92108,CA
"9449 Friars Road",477292,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-705 GAME DAY GRILL (VIEW LEVEL)",,92108,CA
"9449 Friars Road",477298,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-745 FAN STAND (VIEW LEVEL)",,92108,CA
"9449 Friars Road",266485,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-701 FAN STAND (VIEW LEVEL)",,92108,CA
"9449 Friars Road",304757,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-645 FAN STAND (PRESS LEVEL)",,92108,CA
"9449 Friars Road",263828,"San Diego",32.781639,-117.120259,"QUALCOMM STADIUM - CO-721 FAN STAND (VIEW LEVEL)",,92108,CA
