"business_id","date","ViolationTypeID","risk_category","description"
69799,"20150617",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69799,"20160211",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
69799,"20160211",103133,"Moderate Risk","Foods not protected from contamination"
69799,"20160211",103142,"Low Risk","Unclean nonfood contact surfaces"
69799,"20160211",103120,"Moderate Risk","Moderate risk food holding temperature "
69799,"20160211",103105,"High Risk","Improper cooling methods"
69799,"20160211",103147,"Low Risk","Inadequate ventilation or lighting"
69799,"20160211",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69799,"20160211",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69799,"20160311",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69799,"20160311",103165,"Low Risk","No plan review or Building Permit"
69799,"20140604",103142,"Low Risk","Unclean nonfood contact surfaces"
69799,"20140604",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
69799,"20140604",103133,"Moderate Risk","Foods not protected from contamination"
69799,"20140604",103147,"Low Risk","Inadequate ventilation or lighting"
69799,"20140604",103150,"Low Risk","Improper or defective plumbing"
69799,"20140604",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69804,"20150617",103161,"Low Risk","Low risk vermin infestation"
69804,"20150617",103120,"Moderate Risk","Moderate risk food holding temperature "
69813,"20161031",103133,"Moderate Risk","Foods not protected from contamination"
69813,"20150511",103133,"Moderate Risk","Foods not protected from contamination"
69813,"20160419",103109,"High Risk","Unclean or unsanitary food contact surfaces"
69813,"20160419",103133,"Moderate Risk","Foods not protected from contamination"
69828,"20141107",103103,"High Risk","High risk food holding temperature "
69828,"20160518",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69828,"20160518",103109,"High Risk","Unclean or unsanitary food contact surfaces"
69828,"20160518",103102,"High Risk","Unclean hands or improper use of gloves"
69830,"20140914",103109,"High Risk","Unclean or unsanitary food contact surfaces"
69830,"20140914",103148,"Low Risk","No thermometers or uncalibrated thermometers "
69830,"20150603",103143,"Low Risk","Inadequate warewashing facilities or equipment"
69830,"20140211",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69830,"20140725",103156,"Low Risk","Permit license or inspection report not posted"
69830,"20140725",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69830,"20140725",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69830,"20140725",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
69849,"20150518",103139,"Low Risk","Improper food storage"
69849,"20150518",103120,"Moderate Risk","Moderate risk food holding temperature "
69849,"20150518",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69849,"20150518",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69849,"20160307",103103,"High Risk","High risk food holding temperature "
69849,"20160307",103105,"High Risk","Improper cooling methods"
69849,"20160307",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69849,"20140416",103133,"Moderate Risk","Foods not protected from contamination"
69849,"20140416",103142,"Low Risk","Unclean nonfood contact surfaces"
69849,"20140416",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
69849,"20140416",103120,"Moderate Risk","Moderate risk food holding temperature "
69849,"20160802",103103,"High Risk","High risk food holding temperature "
69849,"20160802",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
69849,"20160802",103142,"Low Risk","Unclean nonfood contact surfaces"
69849,"20160802",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
69850,"20150725",103120,"Moderate Risk","Moderate risk food holding temperature "
69850,"20150725",103156,"Low Risk","Permit license or inspection report not posted"
69850,"20150725",103157,"Low Risk","Food safety certificate or food handler card not available"
69850,"20140318",103129,"Moderate Risk","Insufficient hot water or running water"
69850,"20140318",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69850,"20140318",103156,"Low Risk","Permit license or inspection report not posted"
69850,"20140318",103138,"Low Risk","Improper storage use or identification of toxic substances"
69850,"20140318",103157,"Low Risk","Food safety certificate or food handler card not available"
69850,"20140423",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69850,"20140423",103156,"Low Risk","Permit license or inspection report not posted"
69850,"20140423",103157,"Low Risk","Food safety certificate or food handler card not available"
69850,"20140423",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69861,"20161109",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69861,"20161109",103139,"Low Risk","Improper food storage"
69861,"20161109",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69861,"20161109",103157,"Low Risk","Food safety certificate or food handler card not available"
69861,"20140909",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69861,"20140909",103139,"Low Risk","Improper food storage"
69861,"20140909",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69861,"20140909",103156,"Low Risk","Permit license or inspection report not posted"
69861,"20151106",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69861,"20151106",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69861,"20140411",103139,"Low Risk","Improper food storage"
69861,"20140411",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69863,"20160525",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69863,"20160525",103139,"Low Risk","Improper food storage"
69863,"20140414",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69881,"20150105",103148,"Low Risk","No thermometers or uncalibrated thermometers "
69881,"20150105",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69881,"20150105",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
69881,"20150105",103129,"Moderate Risk","Insufficient hot water or running water"
69881,"20160511",103103,"High Risk","High risk food holding temperature "
69881,"20160511",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69881,"20160511",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
69881,"20160511",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69881,"20160511",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
69881,"20140602",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
69884,"20161202",103157,"Low Risk","Food safety certificate or food handler card not available"
69884,"20161202",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69884,"20161202",103161,"Low Risk","Low risk vermin infestation"
69884,"20161202",103147,"Low Risk","Inadequate ventilation or lighting"
69884,"20150506",103139,"Low Risk","Improper food storage"
69884,"20150506",103129,"Moderate Risk","Insufficient hot water or running water"
69884,"20150506",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69884,"20160128",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
69884,"20160128",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
69884,"20160128",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
69884,"20160128",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69884,"20160128",103126,"Moderate Risk","Noncompliance with Gulf Coast oyster regulation"
69884,"20160630",103120,"Moderate Risk","Moderate risk food holding temperature "
69884,"20160630",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
69884,"20160630",103157,"Low Risk","Food safety certificate or food handler card not available"
69884,"20160630",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69885,"20140904",103133,"Moderate Risk","Foods not protected from contamination"
69885,"20151230",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
69885,"20160727",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69885,"20160727",103120,"Moderate Risk","Moderate risk food holding temperature "
69895,"20140418",103139,"Low Risk","Improper food storage"
69895,"20140418",103156,"Low Risk","Permit license or inspection report not posted"
69906,"20140108",103131,"Moderate Risk","Moderate risk vermin infestation"
69906,"20140108",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
69906,"20140108",103139,"Low Risk","Improper food storage"
69906,"20140108",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69906,"20140108",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
69906,"20140517",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
69906,"20140517",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69906,"20160629",103161,"Low Risk","Low risk vermin infestation"
69906,"20160629",103150,"Low Risk","Improper or defective plumbing"
69906,"20160629",103142,"Low Risk","Unclean nonfood contact surfaces"
69906,"20160629",103139,"Low Risk","Improper food storage"
69906,"20160629",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69909,"20140820",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69909,"20140820",103139,"Low Risk","Improper food storage"
69909,"20150714",103139,"Low Risk","Improper food storage"
69909,"20150714",103131,"Moderate Risk","Moderate risk vermin infestation"
69909,"20160224",103142,"Low Risk","Unclean nonfood contact surfaces"
69909,"20160224",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69909,"20140325",103139,"Low Risk","Improper food storage"
69909,"20140325",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69909,"20160804",103139,"Low Risk","Improper food storage"
69909,"20160804",103142,"Low Risk","Unclean nonfood contact surfaces"
69909,"20160804",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
69909,"20160804",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69938,"20150120",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69938,"20160106",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69938,"20160106",103139,"Low Risk","Improper food storage"
69938,"20160106",103138,"Low Risk","Improper storage use or identification of toxic substances"
69938,"20160106",103133,"Moderate Risk","Foods not protected from contamination"
69938,"20160106",103131,"Moderate Risk","Moderate risk vermin infestation"
69938,"20160106",103156,"Low Risk","Permit license or inspection report not posted"
69942,"20150429",103105,"High Risk","Improper cooling methods"
69942,"20150429",103139,"Low Risk","Improper food storage"
69942,"20140407",103161,"Low Risk","Low risk vermin infestation"
69942,"20140407",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
69942,"20160701",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69942,"20160701",103150,"Low Risk","Improper or defective plumbing"
69942,"20160701",103157,"Low Risk","Food safety certificate or food handler card not available"
69945,"20150316",103129,"Moderate Risk","Insufficient hot water or running water"
69945,"20150316",103103,"High Risk","High risk food holding temperature "
69945,"20150316",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
69957,"20141105",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69957,"20141105",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
69957,"20150316",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
69957,"20150316",103147,"Low Risk","Inadequate ventilation or lighting"
69957,"20140425",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
69957,"20140425",103131,"Moderate Risk","Moderate risk vermin infestation"
69962,"20140716",103114,"High Risk","High risk vermin infestation"
69962,"20140716",103108,"High Risk","Contaminated or adulterated food"
69962,"20140716",103102,"High Risk","Unclean hands or improper use of gloves"
69962,"20140716",103103,"High Risk","High risk food holding temperature "
69962,"20160617",103156,"Low Risk","Permit license or inspection report not posted"
69962,"20160617",103139,"Low Risk","Improper food storage"
69962,"20160617",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
69962,"20160617",103133,"Moderate Risk","Foods not protected from contamination"
69962,"20160617",103120,"Moderate Risk","Moderate risk food holding temperature "
69962,"20160617",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
69962,"20160617",103105,"High Risk","Improper cooling methods"
69978,"20141105",103120,"Moderate Risk","Moderate risk food holding temperature "
69978,"20141105",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69984,"20150126",103145,"Low Risk","Improper storage of equipment utensils or linens"
69984,"20150126",103147,"Low Risk","Inadequate ventilation or lighting"
69984,"20150126",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
69984,"20141030",103103,"High Risk","High risk food holding temperature "
69984,"20160225",103120,"Moderate Risk","Moderate risk food holding temperature "
69984,"20160225",103133,"Moderate Risk","Foods not protected from contamination"
69984,"20160225",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
69984,"20160225",103132,"Moderate Risk","Improper thawing methods "
69984,"20140226",103132,"Moderate Risk","Improper thawing methods "
69984,"20140226",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
69984,"20160914",103103,"High Risk","High risk food holding temperature "
69984,"20160914",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
69984,"20160914",103141,"Low Risk","Improper food labeling or menu misrepresentation"
70014,"20150325",103109,"High Risk","Unclean or unsanitary food contact surfaces"
70014,"20150325",103112,"High Risk","No hot water or running water"
70014,"20150325",103120,"Moderate Risk","Moderate risk food holding temperature "
70014,"20150325",103139,"Low Risk","Improper food storage"
70014,"20160121",103143,"Low Risk","Inadequate warewashing facilities or equipment"
70014,"20160121",103175,"Moderate Risk","Improperly displayed mobile food permit or signage"
70016,"20141009",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70016,"20151113",103139,"Low Risk","Improper food storage"
70016,"20140227",103120,"Moderate Risk","Moderate risk food holding temperature "
70016,"20140227",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70016,"20160831",103145,"Low Risk","Improper storage of equipment utensils or linens"
70017,"20161011",103120,"Moderate Risk","Moderate risk food holding temperature "
70017,"20161011",103142,"Low Risk","Unclean nonfood contact surfaces"
70017,"20161011",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70017,"20161011",103132,"Moderate Risk","Improper thawing methods "
70017,"20161011",103133,"Moderate Risk","Foods not protected from contamination"
70017,"20161011",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70017,"20161011",103143,"Low Risk","Inadequate warewashing facilities or equipment"
70017,"20141118",103158,"Low Risk","Unpermitted food facility"
70017,"20141118",103103,"High Risk","High risk food holding temperature "
70017,"20141118",103156,"Low Risk","Permit license or inspection report not posted"
70017,"20160405",103133,"Moderate Risk","Foods not protected from contamination"
70017,"20140109",103157,"Low Risk","Food safety certificate or food handler card not available"
70017,"20140109",103142,"Low Risk","Unclean nonfood contact surfaces"
70017,"20140109",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70017,"20140109",103145,"Low Risk","Improper storage of equipment utensils or linens"
70017,"20140109",103156,"Low Risk","Permit license or inspection report not posted"
70019,"20150902",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70019,"20150902",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70019,"20150902",103147,"Low Risk","Inadequate ventilation or lighting"
70019,"20140708",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70019,"20140708",103161,"Low Risk","Low risk vermin infestation"
70019,"20140708",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70019,"20140708",103142,"Low Risk","Unclean nonfood contact surfaces"
70022,"20150128",103105,"High Risk","Improper cooling methods"
70022,"20150128",103131,"Moderate Risk","Moderate risk vermin infestation"
70022,"20150128",103139,"Low Risk","Improper food storage"
70022,"20150128",103103,"High Risk","High risk food holding temperature "
70022,"20160331",103162,"Low Risk","Other low risk violation"
70022,"20160331",103103,"High Risk","High risk food holding temperature "
70022,"20160331",103105,"High Risk","Improper cooling methods"
70022,"20160331",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70022,"20160331",103139,"Low Risk","Improper food storage"
70022,"20160331",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70022,"20160331",103138,"Low Risk","Improper storage use or identification of toxic substances"
70022,"20140604",103103,"High Risk","High risk food holding temperature "
70022,"20140604",103139,"Low Risk","Improper food storage"
70034,"20140606",103129,"Moderate Risk","Insufficient hot water or running water"
70034,"20160614",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70034,"20160614",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70034,"20160614",103141,"Low Risk","Improper food labeling or menu misrepresentation"
70034,"20160614",103142,"Low Risk","Unclean nonfood contact surfaces"
70044,"20141021",103120,"Moderate Risk","Moderate risk food holding temperature "
70044,"20141021",103157,"Low Risk","Food safety certificate or food handler card not available"
70044,"20141021",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70044,"20151025",103157,"Low Risk","Food safety certificate or food handler card not available"
70044,"20151025",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70044,"20160514",103157,"Low Risk","Food safety certificate or food handler card not available"
70044,"20160514",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70044,"20160514",103136,"Low Risk","Unsanitary employee garments hair or nails"
70044,"20160514",103102,"High Risk","Unclean hands or improper use of gloves"
70044,"20140402",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70044,"20140402",103112,"High Risk","No hot water or running water"
70044,"20140402",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70044,"20140618",103102,"High Risk","Unclean hands or improper use of gloves"
70044,"20140618",103112,"High Risk","No hot water or running water"
70044,"20140618",103170,"High Risk","Mobile food facility not operating with an approved commissary"
70044,"20140618",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70044,"20140618",103139,"Low Risk","Improper food storage"
70044,"20140618",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70044,"20140618",103156,"Low Risk","Permit license or inspection report not posted"
70044,"20140618",103162,"Low Risk","Other low risk violation"
70044,"20140618",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70045,"20140626",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70045,"20140626",103156,"Low Risk","Permit license or inspection report not posted"
70045,"20140626",103120,"Moderate Risk","Moderate risk food holding temperature "
70058,"20140206",103112,"High Risk","No hot water or running water"
70064,"20161207",103120,"Moderate Risk","Moderate risk food holding temperature "
70064,"20161207",103150,"Low Risk","Improper or defective plumbing"
70064,"20150519",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70064,"20150519",103120,"Moderate Risk","Moderate risk food holding temperature "
70064,"20150519",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70064,"20160607",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70064,"20160607",103120,"Moderate Risk","Moderate risk food holding temperature "
70064,"20160607",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70064,"20160607",103129,"Moderate Risk","Insufficient hot water or running water"
70064,"20140319",103103,"High Risk","High risk food holding temperature "
70068,"20161108",103131,"Moderate Risk","Moderate risk vermin infestation"
70068,"20161108",103133,"Moderate Risk","Foods not protected from contamination"
70068,"20161108",103103,"High Risk","High risk food holding temperature "
70068,"20161108",103142,"Low Risk","Unclean nonfood contact surfaces"
70068,"20141210",103103,"High Risk","High risk food holding temperature "
70068,"20141210",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70068,"20141210",103133,"Moderate Risk","Foods not protected from contamination"
70068,"20141210",103142,"Low Risk","Unclean nonfood contact surfaces"
70068,"20141210",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70068,"20160426",103103,"High Risk","High risk food holding temperature "
70068,"20160426",103148,"Low Risk","No thermometers or uncalibrated thermometers "
70068,"20160426",103139,"Low Risk","Improper food storage"
70068,"20160426",103132,"Moderate Risk","Improper thawing methods "
70068,"20160426",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70071,"20150324",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70071,"20160318",103136,"Low Risk","Unsanitary employee garments hair or nails"
70071,"20160318",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70071,"20140312",103150,"Low Risk","Improper or defective plumbing"
70071,"20140312",103120,"Moderate Risk","Moderate risk food holding temperature "
70071,"20160902",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70090,"20141008",103120,"Moderate Risk","Moderate risk food holding temperature "
70090,"20140205",103138,"Low Risk","Improper storage use or identification of toxic substances"
70090,"20140205",103105,"High Risk","Improper cooling methods"
70110,"20150526",103161,"Low Risk","Low risk vermin infestation"
70110,"20150526",103162,"Low Risk","Other low risk violation"
70110,"20150526",103138,"Low Risk","Improper storage use or identification of toxic substances"
70110,"20151223",103162,"Low Risk","Other low risk violation"
70110,"20151223",103133,"Moderate Risk","Foods not protected from contamination"
70110,"20151223",103109,"High Risk","Unclean or unsanitary food contact surfaces"
70110,"20140211",103145,"Low Risk","Improper storage of equipment utensils or linens"
70110,"20140211",103114,"High Risk","High risk vermin infestation"
70110,"20140211",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70110,"20140211",103120,"Moderate Risk","Moderate risk food holding temperature "
70123,"20160212",103156,"Low Risk","Permit license or inspection report not posted"
70132,"20150625",103148,"Low Risk","No thermometers or uncalibrated thermometers "
70132,"20150619",103103,"High Risk","High risk food holding temperature "
70132,"20150619",103148,"Low Risk","No thermometers or uncalibrated thermometers "
70132,"20150625",103103,"High Risk","High risk food holding temperature "
70132,"20160803",103131,"Moderate Risk","Moderate risk vermin infestation"
70132,"20160803",103102,"High Risk","Unclean hands or improper use of gloves"
70137,"20140910",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
70137,"20140910",103156,"Low Risk","Permit license or inspection report not posted"
70137,"20140910",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70137,"20140910",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70137,"20140910",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70137,"20140910",103105,"High Risk","Improper cooling methods"
70137,"20140910",103103,"High Risk","High risk food holding temperature "
70137,"20140910",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70137,"20160511",103139,"Low Risk","Improper food storage"
70137,"20160511",103109,"High Risk","Unclean or unsanitary food contact surfaces"
70137,"20160511",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70138,"20141223",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70138,"20141223",103139,"Low Risk","Improper food storage"
70138,"20141223",103148,"Low Risk","No thermometers or uncalibrated thermometers "
70138,"20141223",103114,"High Risk","High risk vermin infestation"
70138,"20141223",103109,"High Risk","Unclean or unsanitary food contact surfaces"
70138,"20141223",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70138,"20141223",103156,"Low Risk","Permit license or inspection report not posted"
70138,"20160311",103141,"Low Risk","Improper food labeling or menu misrepresentation"
70138,"20160311",103120,"Moderate Risk","Moderate risk food holding temperature "
70138,"20160311",103139,"Low Risk","Improper food storage"
70141,"20141009",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70141,"20141009",103156,"Low Risk","Permit license or inspection report not posted"
70141,"20141009",103162,"Low Risk","Other low risk violation"
70141,"20140327",103139,"Low Risk","Improper food storage"
70141,"20140327",103142,"Low Risk","Unclean nonfood contact surfaces"
70142,"20150403",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70142,"20150403",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70142,"20150403",103150,"Low Risk","Improper or defective plumbing"
70148,"20150727",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70148,"20150727",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70148,"20150727",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70148,"20150727",103161,"Low Risk","Low risk vermin infestation"
70148,"20140326",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70148,"20140326",103128,"Moderate Risk","Consumer advisory not provided for raw or undercooked foods"
70148,"20160913",103161,"Low Risk","Low risk vermin infestation"
70148,"20160913",103109,"High Risk","Unclean or unsanitary food contact surfaces"
70171,"20150427",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70171,"20150427",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70171,"20150427",103150,"Low Risk","Improper or defective plumbing"
70171,"20160712",103150,"Low Risk","Improper or defective plumbing"
70171,"20160712",103138,"Low Risk","Improper storage use or identification of toxic substances"
70171,"20160712",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70171,"20160712",103102,"High Risk","Unclean hands or improper use of gloves"
70182,"20161216",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70182,"20161216",103143,"Low Risk","Inadequate warewashing facilities or equipment"
70182,"20160624",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70182,"20160624",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70184,"20150603",103131,"Moderate Risk","Moderate risk vermin infestation"
70184,"20150603",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70184,"20150603",103102,"High Risk","Unclean hands or improper use of gloves"
70184,"20151223",103147,"Low Risk","Inadequate ventilation or lighting"
70184,"20151223",103139,"Low Risk","Improper food storage"
70184,"20151223",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70184,"20151223",103142,"Low Risk","Unclean nonfood contact surfaces"
70184,"20151223",103133,"Moderate Risk","Foods not protected from contamination"
70184,"20151223",103131,"Moderate Risk","Moderate risk vermin infestation"
70184,"20151223",103129,"Moderate Risk","Insufficient hot water or running water"
70184,"20151223",103103,"High Risk","High risk food holding temperature "
70184,"20151223",103102,"High Risk","Unclean hands or improper use of gloves"
70184,"20140507",103120,"Moderate Risk","Moderate risk food holding temperature "
70184,"20140507",103132,"Moderate Risk","Improper thawing methods "
70184,"20140507",103120,"Moderate Risk","Moderate risk food holding temperature "
70184,"20140507",103132,"Moderate Risk","Improper thawing methods "
70207,"20150908",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70207,"20140206",103157,"Low Risk","Food safety certificate or food handler card not available"
70207,"20140206",103156,"Low Risk","Permit license or inspection report not posted"
70207,"20140811",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70207,"20160912",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70207,"20160912",103157,"Low Risk","Food safety certificate or food handler card not available"
70216,"20140930",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70216,"20140930",103133,"Moderate Risk","Foods not protected from contamination"
70216,"20150325",103139,"Low Risk","Improper food storage"
70216,"20150325",103120,"Moderate Risk","Moderate risk food holding temperature "
70216,"20150325",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70216,"20160219",103134,"Moderate Risk","Other moderate risk violation"
70216,"20160219",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70216,"20160219",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70216,"20160219",103147,"Low Risk","Inadequate ventilation or lighting"
70216,"20160219",103103,"High Risk","High risk food holding temperature "
70216,"20140326",103161,"Low Risk","Low risk vermin infestation"
70216,"20140326",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70216,"20140326",103120,"Moderate Risk","Moderate risk food holding temperature "
70216,"20140326",103156,"Low Risk","Permit license or inspection report not posted"
70216,"20160810",103120,"Moderate Risk","Moderate risk food holding temperature "
70216,"20160810",103136,"Low Risk","Unsanitary employee garments hair or nails"
70216,"20160810",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70216,"20160810",103156,"Low Risk","Permit license or inspection report not posted"
70217,"20150108",103139,"Low Risk","Improper food storage"
70217,"20150108",103109,"High Risk","Unclean or unsanitary food contact surfaces"
