"business_id","date","description"
82037,"20150910","Insufficient hot water or running water"
82037,"20150910","Improper or defective plumbing"
82037,"20150910","Inadequate food safety knowledge or lack of certified food safety manager"
82038,"20150512","Inadequate and inaccessible handwashing facilities"
82038,"20150512","Moderate risk food holding temperature "
82038,"20150512","Unapproved or unmaintained equipment or utensils"
82041,"20150325","Other moderate risk violation"
82041,"20150325","Wiping cloths not clean or properly stored or inadequate sanitizer"
82041,"20150325","Improper or defective plumbing"
82042,"20160229","Unclean or degraded floors walls or ceilings"
82042,"20160229","High risk vermin infestation"
82042,"20160229","Foods not protected from contamination"
82042,"20160229","Improper or defective plumbing"
82042,"20160229","Improper food storage"
82042,"20160229","Wiping cloths not clean or properly stored or inadequate sanitizer"
82054,"20160624","Unauthorized or unsafe use of time as a public health control measure  [ date violation corrected: 6/24/2016 ]"
82054,"20160624","Permit license or inspection report not posted"
82054,"20160624","Improper storage use or identification of toxic substances"
82054,"20160624","Wiping cloths not clean or properly stored or inadequate sanitizer"
82074,"20160226","Unapproved or unmaintained equipment or utensils"
82078,"20160617","Unclean nonfood contact surfaces"
82078,"20160617","Inadequate warewashing facilities or equipment"
82078,"20160617","Moderate risk food holding temperature "
82078,"20160617","Improper storage use or identification of toxic substances"
82078,"20150521","Foods not protected from contamination  [ date violation corrected: 6/29/2015 ]"
82078,"20150521","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/29/2015 ]"
82078,"20150521","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/29/2015 ]"
82078,"20150521","Improper cooling methods  [ date violation corrected: 5/12/2015 ]"
82089,"20150210","Improper storage of equipment utensils or linens  [ date violation corrected: 3/31/2015 ]"
82089,"20150210","Unpermitted food facility  [ date violation corrected: 3/31/2015 ]"
82089,"20150210","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/31/2015 ]"
82090,"20161004","Noncompliance with HAACP plan or variance"
82090,"20160330","Other low risk violation  [ date violation corrected: 10/4/2016 ]"
82094,"20160616","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/16/2016 ]"
82094,"20160616","Improper food labeling or menu misrepresentation  [ date violation corrected: 6/16/2016 ]"
82094,"20160616","Permit license or inspection report not posted  [ date violation corrected: 6/16/2016 ]"
82097,"20160419","Moderate risk food holding temperature "
82097,"20160419","Wiping cloths not clean or properly stored or inadequate sanitizer"
82097,"20160419","Unclean hands or improper use of gloves"
82100,"20161221","Unapproved or unmaintained equipment or utensils"
82100,"20161221","Moderate risk food holding temperature "
82100,"20160606","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/3/2016 ]"
82100,"20160606","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/3/2016 ]"
82100,"20150302","Improper food storage  [ date violation corrected: 6/6/2016 ]"
82100,"20150302","Foods not protected from contamination  [ date violation corrected: 6/6/2016 ]"
82102,"20160528","No hot water or running water  [ date violation corrected: 5/28/2016 ]"
82102,"20160528","Inadequate food safety knowledge or lack of certified food safety manager"
82102,"20160528","Permit license or inspection report not posted"
82105,"20160812","Unsanitary employee garments hair or nails"
82105,"20160812","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/12/2016 ]"
82105,"20160812","Unclean or degraded floors walls or ceilings"
82105,"20160812","Unclean unmaintained or improperly constructed toilet facilities"
82105,"20160812","Food safety certificate or food handler card not available"
82105,"20160223","Improper food storage  [ date violation corrected: 2/23/2016 ]"
82105,"20160223","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/23/2016 ]"
82105,"20160223","Unsanitary employee garments hair or nails  [ date violation corrected: 2/23/2016 ]"
82105,"20160223","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/23/2016 ]"
82105,"20150225","Food safety certificate or food handler card not available  [ date violation corrected: 2/23/2016 ]"
82105,"20150225","Improper or defective plumbing  [ date violation corrected: 2/23/2016 ]"
82107,"20160525","Inadequate procedures or records for time as a public health control "
82107,"20160525","Inadequately cleaned or sanitized food contact surfaces"
82111,"20160701","Permit license or inspection report not posted  [ date violation corrected: 7/1/2016 ]"
82111,"20160701","Improper storage of equipment utensils or linens  [ date violation corrected: 7/1/2016 ]"
82111,"20160701","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/6/2016 ]"
82111,"20160701","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/1/2016 ]"
82123,"20160613","Unclean hands or improper use of gloves  [ date violation corrected: 6/28/2016 ]"
82123,"20160613","Improper food storage  [ date violation corrected: 6/28/2016 ]"
82123,"20160613","Food safety certificate or food handler card not available  [ date violation corrected: 6/28/2016 ]"
82123,"20160613","Moderate risk vermin infestation  [ date violation corrected: 6/28/2016 ]"
82123,"20160613","Improper thawing methods   [ date violation corrected: 6/28/2016 ]"
82123,"20160613","No thermometers or uncalibrated thermometers "
82123,"20160613","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/28/2016 ]"
82123,"20160613","High risk food holding temperature   [ date violation corrected: 6/28/2016 ]"
82123,"20150427","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/29/2015 ]"
82123,"20150427","Foods not protected from contamination  [ date violation corrected: 4/29/2015 ]"
82123,"20150427","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 4/29/2015 ]"
82123,"20150427","High risk food holding temperature   [ date violation corrected: 4/29/2015 ]"
82123,"20150427","High risk vermin infestation  [ date violation corrected: 4/29/2015 ]"
82123,"20150427","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/29/2015 ]"
82123,"20150427","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/29/2015 ]"
82123,"20150427","Contaminated or adulterated food  [ date violation corrected: 4/29/2015 ]"
82134,"20151221","Moderate risk food holding temperature "
82134,"20151221","Inadequately cleaned or sanitized food contact surfaces"
82134,"20151207","Inadequate food safety knowledge or lack of certified food safety manager"
82134,"20151207","Unclean hands or improper use of gloves  [ date violation corrected: 12/21/2015 ]"
82134,"20151207","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/21/2015 ]"
82134,"20151207","Improper thawing methods   [ date violation corrected: 12/21/2015 ]"
82134,"20151207","Improper storage use or identification of toxic substances  [ date violation corrected: 12/21/2015 ]"
82134,"20150428","Moderate risk vermin infestation  [ date violation corrected: 8/28/2015 ]"
82134,"20150427","High risk food holding temperature   [ date violation corrected: 12/21/2015 ]"
82134,"20150427","Foods not protected from contamination"
82134,"20150427","Unclean nonfood contact surfaces"
82134,"20150427","Unclean hands or improper use of gloves  [ date violation corrected: 8/12/2015 ]"
82134,"20150427","Inadequate procedures or records for time as a public health control   [ date violation corrected: 8/12/2015 ]"
82134,"20150427","Unclean or unsanitary food contact surfaces  [ date violation corrected: 12/21/2015 ]"
82134,"20150427","High risk vermin infestation  [ date violation corrected: 4/28/2015 ]"
82134,"20150427","Improper cooling methods"
82142,"20160627","Foods not protected from contamination  [ date violation corrected: 7/5/2016 ]"
82142,"20160627","Moderate risk food holding temperature   [ date violation corrected: 7/5/2016 ]"
82142,"20160627","Improper thawing methods   [ date violation corrected: 7/5/2016 ]"
82142,"20160627","Moderate risk vermin infestation  [ date violation corrected: 7/5/2016 ]"
82142,"20160627","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/5/2016 ]"
82142,"20150331","Improper thawing methods   [ date violation corrected: 4/13/2015 ]"
82142,"20150331","High risk food holding temperature   [ date violation corrected: 4/23/2015 ]"
82142,"20150331","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/13/2015 ]"
82142,"20150331","Foods not protected from contamination  [ date violation corrected: 4/13/2015 ]"
82142,"20150331","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/13/2015 ]"
82143,"20150706","Inadequately cleaned or sanitized food contact surfaces"
82143,"20150706","Foods not protected from contamination"
82143,"20150706","Unapproved or unmaintained equipment or utensils"
82145,"20160606","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/14/2016 ]"
82145,"20160606","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/14/2016 ]"
82145,"20160606","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/14/2016 ]"
82145,"20160606","High risk vermin infestation  [ date violation corrected: 6/14/2016 ]"
82145,"20150522","Improper food storage  [ date violation corrected: 6/6/2016 ]"
82145,"20150522","Foods not protected from contamination  [ date violation corrected: 6/6/2016 ]"
82145,"20150522","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/6/2016 ]"
82176,"20160912","Wiping cloths not clean or properly stored or inadequate sanitizer"
82176,"20160912","Food safety certificate or food handler card not available"
82176,"20150401","Food safety certificate or food handler card not available  [ date violation corrected: 9/12/2016 ]"
82176,"20150401","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/12/2016 ]"
82196,"20160923","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/29/2016 ]"
82196,"20160923","High risk food holding temperature   [ date violation corrected: 9/29/2016 ]"
82196,"20160304","Moderate risk food holding temperature   [ date violation corrected: 3/10/2016 ]"
82196,"20160304","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/23/2016 ]"
82196,"20160304","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/10/2016 ]"
82196,"20150303","Improper food storage  [ date violation corrected: 3/4/2016 ]"
82207,"20150623","Moderate risk vermin infestation"
82207,"20150623","Permit license or inspection report not posted"
82207,"20150623","Improper food storage"
82215,"20150309","Wiping cloths not clean or properly stored or inadequate sanitizer"
82217,"20160324","Unclean nonfood contact surfaces  [ date violation corrected: 10/26/2016 ]"
82217,"20160324","Inadequate sewage or wastewater disposal  [ date violation corrected: 10/26/2016 ]"
82217,"20160324","Permit license or inspection report not posted  [ date violation corrected: 10/26/2016 ]"
82217,"20150326","Food safety certificate or food handler card not available  [ date violation corrected: 3/24/2016 ]"
82217,"20150326","Improper food storage  [ date violation corrected: 3/24/2016 ]"
82218,"20150504","Improper or defective plumbing  [ date violation corrected: 8/28/2015 ]"
82228,"20160909","Foods not protected from contamination  [ date violation corrected: 9/21/2016 ]"
82228,"20160909","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/21/2016 ]"
82228,"20160909","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/21/2016 ]"
82228,"20160909","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 9/21/2016 ]"
82228,"20150518","Moderate risk food holding temperature   [ date violation corrected: 7/27/2015 ]"
82228,"20150518","Improper food storage  [ date violation corrected: 7/27/2015 ]"
82228,"20150518","Improper cooling methods  [ date violation corrected: 7/27/2015 ]"
82231,"20160211","Improper or defective plumbing"
82231,"20160211","Improper storage of equipment utensils or linens"
82231,"20160211","Inadequate food safety knowledge or lack of certified food safety manager"
82231,"20160211","Improper food storage"
82231,"20150529","Improper storage of equipment utensils or linens  [ date violation corrected: 2/11/2016 ]"
82231,"20150529","Inadequate ventilation or lighting  [ date violation corrected: 2/11/2016 ]"
82232,"20160928","Unapproved or unmaintained equipment or utensils"
82232,"20160928","Permit license or inspection report not posted"
82232,"20160928","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/28/2016 ]"
82232,"20160428","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/13/2016 ]"
82232,"20160428","Permit license or inspection report not posted  [ date violation corrected: 5/13/2016 ]"
82232,"20160428","Food safety certificate or food handler card not available  [ date violation corrected: 5/13/2016 ]"
82232,"20160428","Improper food storage  [ date violation corrected: 5/13/2016 ]"
82232,"20160428","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/13/2016 ]"
82232,"20150312","Improper food storage  [ date violation corrected: 4/28/2016 ]"
82232,"20150312","Unclean nonfood contact surfaces  [ date violation corrected: 4/28/2016 ]"
82252,"20160627","Permit license or inspection report not posted"
82252,"20150528","Food safety certificate or food handler card not available  [ date violation corrected: 6/27/2016 ]"
82252,"20150410","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/28/2015 ]"
82252,"20150410","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/28/2015 ]"
82252,"20150410","Improper food storage  [ date violation corrected: 5/28/2015 ]"
82252,"20150410","No thermometers or uncalibrated thermometers   [ date violation corrected: 5/28/2015 ]"
82252,"20150410","Foods not protected from contamination  [ date violation corrected: 5/28/2015 ]"
82252,"20150410","Improper cooling methods  [ date violation corrected: 5/28/2015 ]"
82252,"20150410","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/28/2015 ]"
82252,"20150410","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/28/2015 ]"
82259,"20150428","Unapproved or unmaintained equipment or utensils"
82259,"20150428","Inadequately cleaned or sanitized food contact surfaces"
82259,"20150428","Improper storage use or identification of toxic substances"
82276,"20160811","Improper or defective plumbing  [ date violation corrected: 8/29/2016 ]"
82276,"20160811","Improper cooling methods  [ date violation corrected: 8/29/2016 ]"
82276,"20160309","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/11/2016 ]"
82276,"20160309","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/11/2016 ]"
82290,"20160809","Moderate risk food holding temperature   [ date violation corrected: 11/23/2016 ]"
82290,"20160329","Unclean hands or improper use of gloves  [ date violation corrected: 5/20/2016 ]"
82290,"20160329","Foods not protected from contamination  [ date violation corrected: 5/20/2016 ]"
82290,"20160329","Moderate risk food holding temperature   [ date violation corrected: 5/20/2016 ]"
82290,"20150910","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/10/2015 ]"
82290,"20150910","Moderate risk food holding temperature   [ date violation corrected: 9/10/2015 ]"
82315,"20161020","Other low risk violation"
82315,"20161020","Inadequate and inaccessible handwashing facilities"
82315,"20160225","Unclean nonfood contact surfaces  [ date violation corrected: 10/20/2016 ]"
82315,"20160225","Food safety certificate or food handler card not available  [ date violation corrected: 10/20/2016 ]"
82315,"20160225","High risk food holding temperature   [ date violation corrected: 10/20/2016 ]"
82332,"20161019","Noncompliance with HAACP plan or variance"
82332,"20161019","Moderate risk food holding temperature "
82332,"20160331","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/19/2016 ]"
82332,"20160331","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/19/2016 ]"
82339,"20160902","High risk vermin infestation  [ date violation corrected: 9/6/2016 ]"
82339,"20160902","Foods not protected from contamination  [ date violation corrected: 9/6/2016 ]"
82339,"20160902","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/6/2016 ]"
82339,"20160902","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/6/2016 ]"
82339,"20160902","Contaminated or adulterated food  [ date violation corrected: 9/6/2016 ]"
82339,"20160902","High risk food holding temperature   [ date violation corrected: 9/6/2016 ]"
82339,"20160902","Employee eating or smoking  [ date violation corrected: 9/6/2016 ]"
82339,"20150609","Moderate risk vermin infestation  [ date violation corrected: 9/2/2016 ]"
82339,"20150609","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/2/2016 ]"
82339,"20150609","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/9/2015 ]"
82339,"20150609","Improper thawing methods   [ date violation corrected: 9/2/2016 ]"
82345,"20160624","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/24/2016 ]"
82345,"20160624","Unapproved or unmaintained equipment or utensils"
82345,"20160624","Food safety certificate or food handler card not available"
82345,"20160624","Permit license or inspection report not posted"
82345,"20160624","Unclean or degraded floors walls or ceilings"
82345,"20160624","Improper cooking time or temperatures"
82345,"20150615","Other low risk violation  [ date violation corrected: 6/24/2016 ]"
82345,"20150615","No thermometers or uncalibrated thermometers   [ date violation corrected: 6/24/2016 ]"
82351,"20160122","Inadequate warewashing facilities or equipment"
82351,"20150831","No thermometers or uncalibrated thermometers   [ date violation corrected: 8/31/2015 ]"
82351,"20150831","Moderate risk food holding temperature   [ date violation corrected: 8/31/2015 ]"
82354,"20160713","Inadequate food safety knowledge or lack of certified food safety manager"
82354,"20151125","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/13/2016 ]"
82354,"20151125","High risk food holding temperature   [ date violation corrected: 7/13/2016 ]"
82354,"20151125","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/13/2016 ]"
82354,"20151125","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/13/2016 ]"
82354,"20150505","Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/25/2015 ]"
82361,"20160720","Moderate risk food holding temperature   [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Improper thawing methods   [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Unapproved or unmaintained equipment or utensils"
82361,"20160720","Low risk vermin infestation"
82361,"20160720","Improper food storage  [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Insufficient hot water or running water  [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Improper or defective plumbing  [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/20/2016 ]"
82361,"20160720","Food safety certificate or food handler card not available"
82361,"20150731","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/20/2016 ]"
82361,"20150731","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/31/2015 ]"
82361,"20150731","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/20/2016 ]"
82361,"20150731","Improper or defective plumbing  [ date violation corrected: 7/20/2016 ]"
82373,"20160415","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/15/2016 ]"
82373,"20160415","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 4/15/2016 ]"
82373,"20160415","Improper thawing methods   [ date violation corrected: 4/15/2016 ]"
82373,"20160122","High risk food holding temperature   [ date violation corrected: 4/15/2016 ]"
82373,"20160122","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/15/2016 ]"
82376,"20160720","Unapproved or unmaintained equipment or utensils"
82376,"20160720","Insufficient hot water or running water"
82376,"20160720","Foods not protected from contamination"
82376,"20160720","Inadequate food safety knowledge or lack of certified food safety manager"
82376,"20150730","Food safety certificate or food handler card not available  [ date violation corrected: 8/20/2015 ]"
82376,"20150730","Improper food storage  [ date violation corrected: 8/20/2015 ]"
82376,"20150730","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/20/2015 ]"
82376,"20150730","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/20/2015 ]"
82388,"20150630","Improper cooling methods  [ date violation corrected: 6/30/2015 ]"
82388,"20150630","Foods not protected from contamination  [ date violation corrected: 6/30/2015 ]"
82394,"20160618","High risk food holding temperature   [ date violation corrected: 6/18/2016 ]"
82394,"20160618","Unapproved or unmaintained equipment or utensils"
82394,"20160618","Unclean or degraded floors walls or ceilings"
82395,"20150930","Improper food storage"
82395,"20150930","Moderate risk food holding temperature   [ date violation corrected: 9/30/2015 ]"
82410,"20160316","Food safety certificate or food handler card not available"
82410,"20160316","Improper food storage  [ date violation corrected: 3/23/2016 ]"
82410,"20160316","Unclean or degraded floors walls or ceilings"
82410,"20160316","Unclean unmaintained or improperly constructed toilet facilities"
82410,"20160316","Inadequate ventilation or lighting  [ date violation corrected: 3/23/2016 ]"
82410,"20160316","Unclean nonfood contact surfaces  [ date violation corrected: 3/23/2016 ]"
82410,"20160316","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/16/2016 ]"
82410,"20160316","Moderate risk food holding temperature "
82410,"20150515","Moderate risk food holding temperature   [ date violation corrected: 7/7/2015 ]"
82410,"20150515","Foods not protected from contamination  [ date violation corrected: 7/7/2015 ]"
82413,"20150925","High risk food holding temperature   [ date violation corrected: 10/14/2015 ]"
82413,"20150925","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/14/2015 ]"
82413,"20150925","Unclean hands or improper use of gloves  [ date violation corrected: 10/14/2015 ]"
82413,"20150814","Moderate risk food holding temperature   [ date violation corrected: 8/28/2015 ]"
82413,"20150814","Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/28/2015 ]"
82413,"20150814","Improper cooling methods  [ date violation corrected: 8/28/2015 ]"
82416,"20160721","Low risk vermin infestation"
82416,"20160721","Unclean hands or improper use of gloves"
82416,"20160721","Wiping cloths not clean or properly stored or inadequate sanitizer"
82416,"20160721","Improper food storage"
82416,"20150327","Moderate risk vermin infestation  [ date violation corrected: 7/21/2016 ]"
82416,"20150327","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/21/2016 ]"
82429,"20160929","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/29/2016 ]"
82429,"20160315","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/18/2016 ]"
82452,"20160513","Moderate risk food holding temperature   [ date violation corrected: 5/13/2016 ]"
82452,"20160513","Inadequate ventilation or lighting  [ date violation corrected: 5/13/2016 ]"
82452,"20160513","Food safety certificate or food handler card not available"
82452,"20160513","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/13/2016 ]"
82453,"20160923","Wiping cloths not clean or properly stored or inadequate sanitizer"
82453,"20160923","Unclean or degraded floors walls or ceilings"
82453,"20160923","Inadequate ventilation or lighting"
82453,"20160923","High risk food holding temperature   [ date violation corrected: 9/23/2016 ]"
82453,"20160121","Inadequate warewashing facilities or equipment  [ date violation corrected: 9/23/2016 ]"
82453,"20151025","High risk food holding temperature   [ date violation corrected: 1/21/2016 ]"
82453,"20151025","Food safety certificate or food handler card not available  [ date violation corrected: 9/23/2016 ]"
82453,"20151025","Improper food storage  [ date violation corrected: 1/21/2016 ]"
82466,"20161206","Inadequate procedures or records for time as a public health control "
82466,"20161206","Improper storage use or identification of toxic substances"
82466,"20161206","Unclean or degraded floors walls or ceilings"
82466,"20160217","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/1/2016 ]"
82466,"20160217","Unclean hands or improper use of gloves  [ date violation corrected: 6/1/2016 ]"
82466,"20160217","Moderate risk vermin infestation  [ date violation corrected: 6/1/2016 ]"
82466,"20160217","Moderate risk food holding temperature   [ date violation corrected: 6/1/2016 ]"
82469,"20160420","Inadequate food safety knowledge or lack of certified food safety manager"
82469,"20160420","Moderate risk food holding temperature "
82469,"20160420","Unapproved or unmaintained equipment or utensils"
82469,"20160420","Inadequate and inaccessible handwashing facilities"
82472,"20161005","Permit license or inspection report not posted"
82472,"20161005","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/5/2016 ]"
82472,"20161005","Moderate risk food holding temperature "
82472,"20161005","Wiping cloths not clean or properly stored or inadequate sanitizer"
82472,"20160204","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/5/2016 ]"
82472,"20160204","Foods not protected from contamination  [ date violation corrected: 10/5/2016 ]"
82472,"20160204","Food safety certificate or food handler card not available  [ date violation corrected: 10/5/2016 ]"
82476,"20161109","No thermometers or uncalibrated thermometers "
82476,"20161109","Inadequate and inaccessible handwashing facilities"
82485,"20160801","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/16/2016 ]"
82485,"20160801","Improper or defective plumbing  [ date violation corrected: 8/16/2016 ]"
82485,"20160801","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/16/2016 ]"
82485,"20160801","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/16/2016 ]"
82485,"20160801","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/16/2016 ]"
82485,"20150602","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/15/2015 ]"
82485,"20150602","Other moderate risk violation  [ date violation corrected: 6/15/2015 ]"
82485,"20150602","Noncompliance with shell fish tags or display  [ date violation corrected: 6/15/2015 ]"
82485,"20150602","Foods not protected from contamination  [ date violation corrected: 6/15/2015 ]"
82494,"20161021","Improper food storage"
82494,"20161021","Unclean nonfood contact surfaces"
82494,"20161021","Moderate risk food holding temperature "
82494,"20161021","Improper thawing methods "
82494,"20160405","Moderate risk food holding temperature   [ date violation corrected: 4/12/2016 ]"
82494,"20160405","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 4/12/2016 ]"
82494,"20160405","Moderate risk vermin infestation  [ date violation corrected: 4/12/2016 ]"
82494,"20160405","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/12/2016 ]"
82494,"20150818","Low risk vermin infestation  [ date violation corrected: 4/5/2016 ]"
82538,"20160621","Other moderate risk violation"
82538,"20160621","Moderate risk vermin infestation"
82538,"20160621","Inadequate and inaccessible handwashing facilities"
82538,"20160621","Inadequate warewashing facilities or equipment"
82550,"20160812","Moderate risk food holding temperature "
82550,"20160812","Inadequate warewashing facilities or equipment"
82550,"20160812","Improperly washed fruits and vegetables"
82550,"20160812","Unclean or degraded floors walls or ceilings"
82550,"20160301","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/24/2016 ]"
82550,"20160301","Moderate risk vermin infestation  [ date violation corrected: 3/24/2016 ]"
82563,"20160311","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/29/2016 ]"
82563,"20160311","High risk food holding temperature   [ date violation corrected: 3/29/2016 ]"
82563,"20160311","Improper food storage  [ date violation corrected: 3/29/2016 ]"
82563,"20160311","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/29/2016 ]"
82563,"20160311","Foods not protected from contamination  [ date violation corrected: 3/29/2016 ]"
82563,"20150401","Moderate risk food holding temperature   [ date violation corrected: 5/18/2015 ]"
82563,"20150401","Improper storage use or identification of toxic substances  [ date violation corrected: 5/18/2015 ]"
82571,"20160315","Unclean nonfood contact surfaces"
82571,"20160315","Unclean or unsanitary food contact surfaces"
82607,"20160726","Improper thawing methods "
82607,"20160726","High risk food holding temperature   [ date violation corrected: 7/26/2016 ]"
82607,"20160726","Improper cooling methods  [ date violation corrected: 7/26/2016 ]"
82607,"20160726","Unclean or unsanitary food contact surfaces"
82607,"20150803","High risk food holding temperature   [ date violation corrected: 8/13/2015 ]"
82607,"20150803","Unclean nonfood contact surfaces  [ date violation corrected: 8/13/2015 ]"
82607,"20150803","Improper storage of equipment utensils or linens  [ date violation corrected: 8/3/2015 ]"
82607,"20150803","Improper food storage  [ date violation corrected: 8/3/2015 ]"
82635,"20161114","High risk food holding temperature   [ date violation corrected: 12/13/2016 ]"
82636,"20150812","Improper thawing methods   [ date violation corrected: 9/15/2015 ]"
82636,"20150812","Improper cooling methods  [ date violation corrected: 9/15/2015 ]"
82649,"20160915","Inadequately cleaned or sanitized food contact surfaces"
82649,"20160915","Inadequate and inaccessible handwashing facilities"
82649,"20160405","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/15/2016 ]"
82649,"20160405","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/15/2016 ]"
82654,"20161129","Unclean or degraded floors walls or ceilings"
82654,"20161129","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/29/2016 ]"
82654,"20150604","Insufficient hot water or running water  [ date violation corrected: 11/29/2016 ]"
82654,"20150604","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/29/2016 ]"
82655,"20160506","Inadequate and inaccessible handwashing facilities"
82655,"20160506","Wiping cloths not clean or properly stored or inadequate sanitizer"
82656,"20151020","Improper cooling methods"
82656,"20151020","No plan review or Building Permit"
82656,"20151020","Improper food storage"
82664,"20161109","Moderate risk food holding temperature "
82664,"20161109","Improper storage use or identification of toxic substances"
82664,"20161109","Inadequate and inaccessible handwashing facilities"
