"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
"PR0017084","INGLEWOOD SENIOR CENTER","330 CENTINELA AVE ","INGLEWOOD","CA","90302","33.9708825732","-118.3478206862","310-412-5338"
"PR0017315","THE GENTLEMEN'S CLUB","5175 W SAN FERNANDO RD ","LOS ANGELES","CA","90039","34.1461995856","-118.2722418647",""
"PR0017327","MOOSE LODGE # 652","1901 W BURBANK BLVD ","BURBANK","CA","91505","34.1811518639","-118.3318037430","818-842-5851"
"PR0017351","STARBUCK'S COFFEE #5211","4207 W RIVERSIDE DR ","BURBANK","CA","91505","34.1523777430","-118.3453597573",""
"PR0017509","GOLDEN CUE BILLIARD","1953 N DURFEE AVE ","SOUTH EL MONTE","CA","91733","34.0451889572","-118.0307249939",""
"PR0017666","PUBLIC HOUSE, BOLA, ELECTRIC LOTUS","1739 N VERMONT AVE ","LOS ANGELES","CA","90027","34.1027345379","-118.2920488202","323-663-1739"
"PR0017767","W-HOTEL-STATION BAR","6250 W HOLLYWOOD BLVD ","LOS ANGELES","CA","90028","34.1014628597","-118.3254017192",""
"PR0017838","H.P. ELKS LODGE #1415","3355 E GAGE AVE ","HUNTINGTON PARK","CA","90255","33.9810216479","-118.2053362457","323-583-2411"
"PR0018271","VIP SHOW GIRLS","12147 VICTORY BLVD ","NORTH HOLLYWOOD","CA","91606","34.1868401044","-118.3982000894",""
"PR0018345","EL CAPIRO CLUB","5050 E 3RD ST ","LOS ANGELES","CA","90022","34.0332250027","-118.1570998171",""
"PR0018666","GARDEN BAR","333 S BOYLSTON ST ","LOS ANGELES","CA","90017","34.0562678738","-118.2584137335","213-989-7979"
"PR0018920","STK - BAR","930 HILGARD AVE ","LOS ANGELES","CA","90024-3033","34.0630178749","-118.4411900834","310-208-8765"
"PR0018930","FLORAL RESTAURANT","211 E VALLEY BLVD ","SAN GABRIEL","CA","91776","34.0801732493","-118.0976510968",""
"PR0019211","WINCHESTER ROOM","6522 SAN FERNANDO RD","GLENDALE","CA","91201","34.1682044568","-118.2907499761","818-241-5475"
"PR0019420","SOL NIGHT CLUB","313 E CARSON ST ","CARSON","CA","90745","33.8323661977","-118.2718941392","310-699-1661"
"PR0019554","TROPICAL CLUB","1721 S FLOWER ST ","LOS ANGELES","CA","90015","34.0355714489","-118.2699390511",""
"PR0019853","THE OTHER DOOR","10437 BURBANK BLVD ","NORTH HOLLYWOOD","CA","91601","34.1723395446","-118.3591318538","818-508-7008"
"PR0020725","THE GOOD LUCK","1514 HILLHURST AVE ","LOS ANGELES","CA","90027","34.0986687740","-118.2872404491",""
"PR0020987","SPEARMINT RHINO","19900 S NORMANDIE AVE ","TORRANCE","CA","90505","33.8505676760","-118.2985971635",""
"PR0021180","LOUNGE 119 ( BLACK CROWN LOUNGE)","1111 S FIGUEROA ST ","LOS ANGELES","CA","90015","34.0433776589","-118.2658105260","213-742-7885"
"PR0021332","ENERATION","33 E VALLEY BLVD STE 209","ALHAMBRA","CA","91801","34.0787229561","-118.1226397717",""
"PR0021636","MULTI-PURPOSE SENIOR CITIZEN","5133 S CRENSHAW BLVD ","LOS ANGELES","CA","90043","33.9956914365","-118.3311353714","323-294-5226"
"PR0021823","EL NUEVO RENO NIGHT CLUB","1439 W FLORENCE AVE ","LOS ANGELES","CA","90047","33.9747405833","-118.3015812547","818-309-9724"
"PR0021903","BAR","333 S BOYLSTON ST ","LOS ANGELES","CA","90017","34.0562678738","-118.2584137335","213-989-7979"
"PR0022050","B P O ELKS NO 1534","804 PICO ST ","SAN FERNANDO","CA","91340","34.2796762343","-118.4407597098",""
"PR0022170","CONGA ROOM","800 W OLYMPIC BLVD # A260","LOS ANGELES","CA","90015","","",""
"PR0022175","SIRONA","285 W HUNTINGTON DR ","ARCADIA","CA","91007","34.1397131452","-118.0453041705",""
"PR0022470","ALASKA AIRLINES BOARDROOM","600 WORLD WAY #4708","LOS ANGELES","CA","90045","","","310-665-1476"
"PR0022703","HILTON-LOBBY LOUNGE","555 UNIVERSAL HOLLYWOOD DR ","UNIVERSAL CITY","CA","91608","34.1375335647","-118.3571097791","818-506-2500"
"PR0022829","PETIE'S PLACE","6025 RESEDA BLVD ","TARZANA","CA","91356","34.1793000872","-118.5362068218","818-708-7773"
"PR0023093","HACIENDA HEIGHTS STEINMET2","1545 S STIMSON AVE ","HACIENDA HEIGHTS","CA","91745","34.0021736131","-117.9603132635","626-960-2995"
"PR0023100","SHERATON UNIVERSAL LOBBY BAR","333 UNIVERSAL HOLLYWOOD DR ","UNIVERSAL CITY","CA","91608","34.1385101698","-118.3577406892","818-980-1212"
"PR0023565","ADVENTURE COUNTY PARK","10130 S GUNN AVE ","WHITTIER","CA","90605","33.9425321511","-118.0368274020","562-698-7645"
"PR0023645","BILTMORE HOTEL GRAND AVE BAR","506 S GRAND AVE ","LOS ANGELES","CA","90071","34.0498763326","-118.2539889790","213-614-1011"
"PR0024549","EL PASEO NIGHT CLUB","13293 VAN NUYS BLVD ","PACOIMA","CA","91331","34.2655600654","-118.4231268843",""
"PR0024581","SERVICE BAR @16TH PERCH","448 S HILL ST ","LOS ANGELES","CA","90013","34.0489673842","-118.2513952998","213-627-2929"
"PR0024965","THE HOLIDAY","10915 S NORWALK BLVD ","SANTA FE SPRINGS","CA","90670","33.9332065131","-118.0728435399",""
"PR0025241","DAVE & BUSTER'S-BAR/UPSTAIRS","400 S BALDWIN AVE # #93OU","ARCADIA","CA","91007","","",""
"PR0025518","CLUB CHA CHA","5117 TORRANCE BLVD ","TORRANCE","CA","90503","33.8380493232","-118.3685072202",""
"PR0025528","THE ASSOCIATION","110 E 6TH ST ","LOS ANGELES","CA","90014","34.0449556984","-118.2497386119",""
"PR0025537","THE BODY SHOP","8250 SUNSET BLVD ","WEST HOLLYWOOD","CA","90069","34.0969374105","-118.3691794181","323-656-1401"
"PR0025685","DAILY GRILL LOBBY BAR","5400 W CENTURY BLVD ","LOS ANGELES","CA","90045","33.9450977339","-118.3743572969","310-665-0149"
"PR0025863","OWENSMOUTH GARDENS","6300 OWENSMOUTH AVE ","WOODLAND HILLS","CA","91367","34.1846472837","-118.6013104344",""
"PR0026019","CHI CHI CLUB","105 SUMNER AVE ","AVALON","CA","90704","33.3439640541","-118.3261213155",""
"PR0026124","CARNIVAL","17615 SHERMAN WAY # 17","VAN NUYS","CA","91406","","",""
"PR0026213","VIP LOUNGE - MORNING PORTION","4483 BOB MARLEY RD ","UNIVERSAL CITY","CA","91608","","","818-622-5453"
"PR0026545","DEJA VU SHOWGIRLS","6315 HOLLYWOOD BLVD ","LOS ANGELES","CA","90028","34.1017816969","-118.3273087118","323-462-4200"
"PR0026627","LOGE BAR, 3RD FL","135 N GRAND AVE 3RD","LOS ANGELES","CA","90012","34.0566642790","-118.2483528491",""
"PR0027530","LUPITAS CAFE","6428 S COMPTON AVE ","LOS ANGELES","CA","90001","33.9808469997","-118.2475037850",""
"PR0027696","THE BACK ROOM","8788 W SUNSET BLVD ","WEST HOLLYWOOD","CA","90069","34.0907639058","-118.3829083426","310-657-8100"
"PR0027898","SHANGRILA - SUITE 700","1301 OCEAN AVE ","SANTA MONICA","CA","90401","34.0154437483","-118.4990225205","310-394-2791"
"PR0028041","EL PRINCIPE","115 N PACIFIC AVE ","SAN PEDRO","CA","90731","33.7436420752","-118.2880374007",""
"PR0028081","CHEETAH'S","4600 HOLLYWOOD BLVD ","LOS ANGELES","CA","90027","34.0994129301","-118.2894563085",""
"PR0028492","SIXFLAGS HURRICANE CATERING","26101 MAGIC MOUNTAIN PKWY","VALENCIA","CA","91355","34.4306095027","-118.6034335649",""
"PR0028724","LAS PERLAS MEZCAL BAR","107 E 6TH ST ","LOS ANGELES","CA","90013","34.0455278514","-118.2500288106","213-988-3855"
"PR0028903","GOLDEN GOPHER","417 W 8TH ST","LOS ANGELES","CA","90014","34.0449437401","-118.2562638831",""
"PR0028926","VETERANS PARK SENIOR CENTER","301 ESPLANADE ","REDONDO BEACH","CA","90277","","","310-374-9168"
"PR0028976","SHANGRILA-LOBBY BAR & DINING","1301 OCEAN AVE ","SANTA MONICA","CA","90401","34.0154437483","-118.4990225205","310-394-2791"
"PR0029381","PHILLIP MURRAY PLACE","4324 E FLORENCE AVE ","BELL","CA","90201","33.9700059740","-118.1909170775",""
"PR0029415","KNIGHTS OF COLUMBUS","4315 N VINCENT AVE ","COVINA","CA","91722","34.0914822640","-117.9257057976","626-960-6990"
"PR0029527","FLITE ROOM","4111 LAKEWOOD BLVD ","LAKEWOOD","CA","90712","33.8328671992","-118.1428556542",""
"PR0029561","VFW POST #3752","11912 E RIVERA RD STE #A","SANTA FE SPRINGS","CA","90670","","","562-698-9059"
"PR0029583","OFFICE DOWNTOWN","206 E GRAND AVE ","EL SEGUNDO","CA","90245","33.9191786705","-118.4145624014",""
"PR0029894","GUS VELASCO NEIGHBORHOOD CTR","9255 PIONEER BLVD ","SANTA FE SPRINGS","CA","90670","33.9587553280","-118.0850056373","562-692-0261"
"PR0030029","SLAM DUNK","14226 E WHITTIER BLVD ","WHITTIER","CA","90605","33.9557381231","-118.0208517116",""
"PR0030055","UPSTAIRS BAR","6360 W SUNSET BLVD ","LOS ANGELES","CA","90028","34.0977399997","-118.3278199997",""
"PR0030074","DRAGON FLY","6508 SANTA MONICA BLVD ","LOS ANGELES","CA","90038","34.0905804857","-118.3313600359",""
"PR0030186","MOONLIGHT TAVERN","15825 E GALE AVE ","HACIENDA HEIGHTS","CA","91745","34.0107452141","-117.9619568066","626-363-4929"
"PR0030368","THE SALVATION ARMY","300 E ANGELENO AVE ","BURBANK","CA","91501","34.1811908580","-118.3060210530","818-845-7214"
"PR0030454","SKINNY'S LOUNGE","4923 LANKERSHIM BLVD ","NORTH HOLLYWOOD","CA","91602","34.1603451444","-118.3721217346",""
"PR0030852","IMPROV OLYMPIC","6366 HOLLYWOOD BLVD ","LOS ANGELES","CA","90028","34.1014432522","-118.3286955759",""
"PR0031283","VFW SHIP 8310","1006 W MAGNOLIA BLVD ","BURBANK","CA","91506","34.1766746516","-118.3197050338","818-842-1739"
"PR0031310","SILVER REIGN","11908 MISSISSIPPI AVE ","LOS ANGELES","CA","90025","34.0330932574","-118.4530027711",""
"PR0031864","LA VERNE COMMUNITY CENTER","3680 D ST ","LA VERNE","CA","91750","","","909-596-8777"
"PR0032125","PECK,DAVID E DBA","2321 HONOLULU AVE ","MONTROSE","CA","91020","34.2061004956","-118.2287895941",""
"PR0032299","EL ZORRO NIGHTCLUB","5560 LANKERSHIM BLVD ","NORTH HOLLYWOOD","CA","91601","34.1716670545","-118.3785053421",""
"PR0032384","CARINOSAS BAR","9925 LONG BEACH BLVD ","LYNWOOD","CA","90262","33.9451139173","-118.2162384355",""
"PR0032619","AMERICAN LEGION POST 134","7550 E SOMERSET BLVD ","PARAMOUNT","CA","90723","33.8962581895","-118.1677754046","562-788-7352"
"PR0032758","HEMINGWAY'S LOUNGE","6356 HOLLYWOOD BLVD ","LOS ANGELES","CA","90028","34.1014448800","-118.3284590267",""
"PR0033120","LOBBY BAR","100 TERRANEA WAY ","RANCHO PALOS VERDES","CA","90275-1013","","","310-265-2800"
"PR0033517","SPIKES BAR & GRILL","7813 E GARVEY AVE ","ROSEMEAD","CA","91770","34.0627634611","-118.0991134341",""
"PR0033857","CLUB STARLIGHT","1224 S BROADWAY ","LOS ANGELES","CA","90015","34.0374595331","-118.2606041247",""
"PR0034296","AMF BEVERLY BOWL LOUNGE BAR","1201 W BEVERLY BLVD ","MONTEBELLO","CA","90640","34.0178175983","-118.1111297329",""
"PR0034723","BEVERLY HILTON LOBBY BAR","9876 WILSHIRE BLVD ","BEVERLY HILLS","CA","90210","34.0663468564","-118.4129952983",""
"PR0035043","ALEXANDER CLUB","606 W SEPULVEDA BLVD ","CARSON","CA","90745","33.8077567039","-118.2846816182",""
"PR0035347","THE GARDEN BAR","225 N CANON DR ","BEVERLY HILLS","CA","90212","34.0640133158","-118.3972370637","310-860-7800"
"PR0035995","NICOLAS'S NIGHT CLUB","960 S GERHART AVE ","COMMERCE","CA","90022","34.0164612946","-118.1470282832",""
"PR0036170","THE FAMOUS","154 S BRAND BLVD ","GLENDALE","CA","91204","34.1452224036","-118.2548257265","818-281-0778"
"PR0036277","THE SALVATION ARMY","14917 VICTORY BLVD ","VAN NUYS","CA","91405","34.1868491917","-118.4581352476","818-781-5739"
"PR0037075","ALL STAR LANES","4459 EAGLE ROCK BLVD ","LOS ANGELES","CA","90041","34.1255087833","-118.2199721611",""
"PR0037100","CRYSTAL VIEW LOUNGE","150 E ANGELENO AVE ","BURBANK","CA","91502","34.1791514653","-118.3077953715",""
"PR0037553","MOOSE LODGE #1873","516 N PACIFIC COAST HWY ","REDONDO BEACH","CA","90277","33.8505021162","-118.3887478056","310-379-7909"
"PR0037588","CANOGA PARK SENIOR CITIZEN","7326 JORDAN AVE ","CANOGA PARK","CA","91303","34.2035565344","-118.6027310581",""
"PR0037668","STARBUCKS COFFEE","12848 VICTORY BLVD ","NORTH HOLLYWOOD","CA","91606","34.1865100779","-118.4133397308",""
"PR0038103","STRIP JOINT","1405 E MISSION BLVD ","POMONA","CA","91766","34.0561800110","-117.7281317357",""
"PR0038123","VIVE LOUNGE & NIGHTCLUB","184 W 3RD ST ","POMONA","CA","91766","34.0567746110","-117.7509882531","909-622-2020"
"PR0038206","LOS DOS AMIGOS","4605 E ALONDRA BLVD ","COMPTON","CA","90221","33.8889197419","-118.1916775492",""
"PR0038532","THE TURNING POINT","308 W VALLEY BLVD ","SAN GABRIEL","CA","91776","34.0793907876","-118.1040485502",""
"PR0039025","HUMAN SERVICES ASSOCIATION","5220 N OLIVA AVE ","LAKEWOOD","CA","90712","33.8522309527","-118.1443696067","562-630-6141"
"PR0039312","CIRCLE BAR","2926 MAIN ST ","SANTA MONICA","CA","90405","33.9988021421","-118.4807007675",""
"PR0039361","STAR STRIP","365 N LA CIENEGA BLVD ","LOS ANGELES","CA","90048","34.0778600164","-118.3767834017",""
"PR0039451","LA POTRANCA BAR","7401 S COMPTON AVE ","LOS ANGELES","CA","90001","33.9732398382","-118.2478792001",""
"PR0039591","THE FACTORY (EAST)","652 N LA PEER DR ","WEST HOLLYWOOD","CA","90069","34.0819635433","-118.3864413617","310-659-4557"
"PR0039810","SANTA FE SPRINGS SWAP MEET - BEER GARDEN","13963 E ALONDRA BLVD ","SANTA FE SPRINGS","CA","90670","33.8899975358","-118.0345597071",""
"PR0039836","AMERICAN LEGION POST 723","11269 GARFIELD AVE ","DOWNEY","CA","90242","33.9237997933","-118.1696153878","562-923-6668"
"PR0039910","GREEN ROOM BAR, 0 FL","135 N GRAND AVE ","LOS ANGELES","CA","90012","34.0566642790","-118.2483528491",""
"PR0040097","BANQUET KITCHEN W HOTEL","930 HILGARD AVE ","LOS ANGELES","CA","90024-3033","34.0630178749","-118.4411900834","310-208-8765"
"PR0040228","ELKS LODGE #2098","10137 COMMERCE AVE ","TUJUNGA","CA","91042","34.2532239908","-118.2887538237","818-352-2098"
"PR0040988","OLDFIELDS","10899 VENICE BLVD ","LOS ANGELES","CA","90024","34.0162140218","-118.4118522863",""
"PR0041015","CLUB FANTASY","307 W 4TH ST ","LOS ANGELES","CA","90013","34.0498549090","-118.2496496245",""
"PR0041157","SEVEN GRAND","515 W 7TH ST 2ND F","LOS ANGELES","CA","90014","34.0470367291","-118.2559268668",""
"PR0041376","LA PUENTE COMMUNITY CENTER","501 W GLENDORA AVE ","LA PUENTE","CA","91744","34.0261746502","-117.9512804209",""
"PR0041760","THE FALLS BAR","626 S SPRING ST STE #A","LOS ANGELES","CA","90014","","","213-612-0072"
"PR0041875","STARBUCKS COFFEE CO","10955 WEYBURN AVE ","LOS ANGELES","CA","90024","34.0624590206","-118.4475429658",""
"PR0041948","HOT KITCHEN PERCA","448 S HILL ST ","LOS ANGELES","CA","90013","34.0489673842","-118.2513952998","213-627-2929"
"PR0043068","SAN MANUEL CLUB-BAR","1111 S FIGUEROA ST ","LOS ANGELES","CA","90015","34.0433776589","-118.2658105260","213-742-7885"
"PR0043119","THE SALVATION ARMY","320 W WINDSOR RD ","GLENDALE","CA","91204","34.1363634953","-118.2586705143","818-246-5586"
"PR0043310","GRAFFITI","180 S LA BREA AVE ","LOS ANGELES","CA","90036","34.0712412252","-118.3438294487","310-801-7076"
"PR0043354","THE BRICKYARD","11130 MAGNOLIA BLVD ","NORTH HOLLYWOOD","CA","91601","34.1647781403","-118.3735401774","300-384-5464"
"PR0043428","930 AT W. HOTEL","930 HILGARD AVE ","LOS ANGELES","CA","90024-3033","34.0630178749","-118.4411900834","310-208-8765"
"PR0043549","CROCKER CLUB","453 S SPRING ST ","LOS ANGELES","CA","90013","34.0477777999","-118.2494784298",""
"PR0043767","CLUB L","6507 W SUNSET BLVD ","LOS ANGELES","CA","90028","34.0981521960","-118.3313334712",""
"PR0043818","LA VENTA INN","796 VIA DEL MONTE ","PALOS VERDES PENINSULA","CA","90274","33.7950047056","-118.4002348716",""
"PR0044270","BLISS SHOWGIRLS","13217 E VALLEY BLVD ","LA PUENTE","CA","91746","34.0503325420","-117.9973747291",""
"PR0044487","DOWN AND OUT BAR","501 S SPRING ST ","LOS ANGELES","CA","90013","34.0473601606","-118.2498565639",""
"PR0044549","GROUNDWORK","1501 N CAHUENGA BLVD ","LOS ANGELES","CA","90028","34.0981963270","-118.3296627567","323-871-0143"
"PR0044679","TEE UP RESTAURANT & BAR","404 S FIGUEROA ST # 108","LOS ANGELES","CA","90071","","",""
"PR0044729","BLUE ZEBRA","6872 FARMDALE AVE ","NORTH HOLLYWOOD","CA","91605","34.1960268686","-118.3810961028","818-765-7739"
"PR0044776","RIO GENTLEMANS CLUB","13124 S FIGUEROA ST ","LOS ANGELES","CA","90064","33.9125758366","-118.2825014108",""
"PR0045211","LAS PALMAS NUTRITION CENTER","505 S HUNTINGTON ST ","SAN FERNANDO","CA","91340","34.2854839140","-118.4491402372","818-898-7340"
"PR0045222","AMF BOWL O DROME LANES","21915 S WESTERN AVE ","TORRANCE","CA","90501","33.8283980262","-118.3097343669",""
"PR0045338","SUNSET ROOM #2","1430 N CAHUENGA BLVD ","LOS ANGELES","CA","90028","34.0969715693","-118.3293370413","323-463-0004"
"PR0046124","PRE FUNCTION BAR","701 STONE CANYON RD ","LOS ANGELES","CA","90077","34.0857802153","-118.4451544661","310-909-1602"
"PR0046393","NORWALK SOCIAL SERVICES","11929 ALONDRA BLVD","NORWALK","CA","90650","33.8877904570","-118.0792746445","562-929-5504"
"PR0046766","ACEROGAMI","228 W 2ND ST ","POMONA","CA","91766","34.0575323392","-117.7515933538",""
"PR0046788","THE CABARET","2523 E ANAHEIM ST ","WILMINGTON","CA","90744","33.7820836608","-118.2305824135",""
"PR0046990","ROBINSON RANCH BAR","27734 SAND CANYON RD ","CANYON COUNTRY","CA","91387","34.4119297379","-118.4051993705",""
"PR0047108","JOY","17400 VICTORY BLVD ","VAN NUYS","CA","91406","34.1864868691","-118.5120377808","818-705-2345"
"PR0047257","SHANGRILA-POOL BAR","1301 OCEAN AVE ","SANTA MONICA","CA","90401","34.0154437483","-118.4990225205","310-394-2791"
"PR0047738","LUCKY STRIKE HOLLYWOOD BAR","6801 HOLLYWOOD BLVD STE #143","LOS ANGELES","CA","90028","","","323-467-7776"
"PR0047793","THE LOCKER ROOM","126 SUMNER AVE ","AVALON","CA","90704","33.3436240188","-118.3260255488",""
"PR0120947","STARBUCKS #19692","1520 W OLIVE AVE","BURBANK","CA","91502","34.1679485233","-118.3218669356","818-558-6923"
"PR0121404","IMPROV COMEDY LAB BAR","8156 MELROSE AVE","LOS ANGELES","CA","90046","34.0835862486","-118.3672161685","310-417-4839"
"PR0122105","STAR ALLIANCE LOUNGE BAR","380 WORLD WAY #6C4 -30","LOS ANGELES","CA","90045","","","310-410-8701"
"PR0122187","O'DONOVAN'S","101 E THIRD ST","POMONA","CA","91766","34.0570747164","-117.7500535934","909-397-4384"
"PR0122317","SAM'S AFTER DARK","1501 E WASHINGTON BLVD","LOS ANGELES","CA","90021","34.0219165025","-118.2455663570","213-747-0410"
"PR0122710","THE BAR","6101 W CENTURY BLVD","LOS ANGELES","CA","90045","33.9456995767","-118.3914923991","310-642-1111"
"PR0123359","EL CENTRO","1611 N EL CENTRO AVE","LOS ANGELES","CA","90028","34.1001927038","-118.3238636581","323-578-0085"
"PR0128386","O'MELVENY & MYERS LLP","400 S HOPE ST # 18FL","LOS ANGELES","CA","90071-2801","","",""
"PR0129582","SUITE 88 BAR & LOUNGE","1062 E LAS TUNAS DR","SAN GABRIEL","CA","91776","34.1031282385","-118.0839782180","626-898-2177"
"PR0129693","WOLF AND CRANE","366 E 2ND ST","LOS ANGELES","CA","90012","34.0479411513","-118.2399650773","213-806-5403"
"PR0143264","EXIT BAR","12002 FIGUEROA ST","LOS ANGELES","CA","90061","33.9236523703","-118.2824350449","323-788-0064"
"PR0144189","THE CONTINENTAL CLUB","116 W 4TH ST","LOS ANGELES","CA","90013","34.0484687563","-118.2479259654","310-663-7234"
"PR0144283","LEVY CLUB ROOM - LACC","1201 S FIGUEROA ST","LOS ANGELES","CA","90015","34.0420170763","-118.2671470750","213-765-4613"
"PR0144477","CROWNE PLAZA TAPROOM","5985 CENTURY BLVD","LOS ANGELES","CA","90045","33.9457185191","-118.3886932599",""
"PR0144542","TRUNKS","8809 SANTA MONICA BLVD","WEST HOLLYWOOD","CA","90069","34.0858078606","-118.3833268436","310-652-1015"
"PR0145983","CHASE LOUNGE BAR - 2ND FLR","3900 W MANCHESTER BLVD","INGLEWOOD","CA","90305","33.9582800624","-118.3418889978","718-595-1536"
"PR0146132","EL CHAFLAN JR NIGHT CLUB","1535 W FLORENCE AVE","LOS ANGELES","CA","90047","33.9747368315","-118.3035292197",""
"PR0147213","PEPPERMINT CLUB","8713 BEVERLY BLVD","WEST HOLLYWOOD","CA","90048","34.0770065193","-118.3808400876","310-274-7500"
"PR0147921","SHANGHAI NIGHT KARAOKE","16025 GALE AVE","INDUSTRY","CA","91745-1632","34.0096243768","-117.9569749280",""
"PR0148078","MIXOLOGY 101","6333 W 3RD ST 20-02","LOS ANGELES","CA","90036","34.0715653889","-118.3603964756",""
"PR0148384","THE DECK HERMOSA BEACH","1272 THE STRAND","HERMOSA BEACH","CA","90254","33.8625435840","-118.4016958016","310-413-4089"
"PR0148463","SASSAFRAS","1235 N VINE ST","LOS ANGELES","CA","90038","34.0935900612","-118.3268108801","323-467-2800"
"PR0148785","TULLY'S COFFEE # 3400","855 N VERMONT AVE","LOS ANGELES","CA","90029","34.0868716745","-118.2919170527",""
"PR0150906","THE CHESTNUT CLUB","1348 14TH ST","SANTA MONICA","CA","90404","34.0241870097","-118.4863447422","310-393-1348"
"PR0152231","RESIDUALS TAVERN","11042 S VENTURA BLVD","STUDIO CITY","CA","91604","34.1406928196","-118.3714130704","818-761-8301"
"PR0152340","STARBUCKS #6915","8241 FOOTHILL BLVD","SUNLAND","CA","91040","34.2598605561","-118.3128305390","818-951-3616"
"PR0152599","PENTHOUSE LOUNGE","1347 S ATLANTIC BLVD","LOS ANGELES","CA","90022","34.0127788833","-118.1596468506","323-229-7937"
"PR0152969","CATCHER IN THE RYE","10550 RIVERSIDE DR","TOLUCA LAKE","CA","91602-2441","34.1520803547","-118.3605872856","818-755-9938"
"PR0156029","NOW BOARDING","7746 SANTA MONICA BLVD","WEST HOLLYWOOD","CA","90046","34.0905277228","-118.3581471054",""
"PR0156508","MAIN BAR","114 E 2ND ST","LOS ANGELES","CA","90012","34.0505614552","-118.2441270296","213-626-1507"
"PR0156769","SOUTH GATE SENIOR CENTER","4855 TWEEDY BLVD","SOUTH GATE","CA","90280","33.9421474512","-118.1855976653","323-563-5353"
"PR0156771","ST TIMOTHY TOWER & MANOR","425 S OLEANDER AVE","COMPTON","CA","90220","33.8923400706","-118.2289069321","310-638-8251"
"PR0156989","BREAK ROOM 86 (2ND FLOOR)","3515 WILSHIRE BLVD 2 FL","LOS ANGELES","CA","90010","34.0619028653","-118.3009435951","213-381-7411"
"PR0156996","BAR & REMOTE STORAGE","3612 W 6TH ST","LOS ANGELES","CA","90020","34.0634321368","-118.3009368765","213-263-2709"
"PR0157836","STARBUCKS #5720","5050 W 190TH ST","TORRANCE","CA","90503-1004","33.8577853207","-118.3644708082","310-542-1072"
"PR0158121","BAR/DANCE CLUB AT POOL LEVEL","6250 HOLLYWOOD BLVD","LOS ANGELES","CA","90028-5309","34.1014628597","-118.3254017192","323-798-1300"
"PR0158185","NIXON","1020 S FIGUEROA ST","LOS ANGELES","CA","90015","34.0444200758","-118.2642170335","213-748-1291"
"PR0160662","SALON MEXICO","14345 PIONEER BLVD","NORWALK","CA","90650","33.9013535663","-118.0827218079","714-605-5619"
"PR0160764","LOST KNIGHT (SECOND FLOOR)","1538 W SUNSET BLVD","LOS ANGELES","CA","90026","34.0761876193","-118.2565648618","310-916-7541"
"PR0164018","SKY HIGH SPORTS","6033 DE SOTO AVE","WOODLAND HILLS","CA","91367","34.1798913642","-118.5906304354","818-346-6300"
"PR0164848","LP RESTAURANT","603 N LA CIENEGA BLVD","WEST HOLLYWOOD","CA","90069","34.0820438031","-118.3766841241","310-855-9955"
"PR0167239","TENANTS OF THE TREES","2810 HYPERION AVE","LOS ANGELES","CA","90027","34.1083055678","-118.2715496873","619-964-0783"
"PR0167483","PA 2014 ENTERTAINMENT INC","1109 S SANTA FE AVE","LOS ANGELES","CA","90021","34.0301486583","-118.2301802030",""
"PR0168260","THE BOOGIE","100 FISHERMAN'S WHARF UNIT I","REDONDO BEACH","CA","90277","","",""
"PR0168364","SHERATON LOS ANGELES DOWNTOWN (BAR)","711 S HOPE ST","LOS ANGELES","CA","90017","34.0475273009","-118.2585091123","213-486-6500"
"PR0169378","POK POK - LIQUOR BAR","978 S BROADWAY","LOS ANGELES","CA","90012","34.0660144667","-118.2361592852",""
"PR0170542","HONEYBOBA","5267 W ROSECRANS AVE","HAWTHORNE","CA","90250","33.9019723563","-118.3717087093","626-755-0007"
"PR0170764","STARBUCKS #25059","13689 FOOTHILL BLVD","SYLMAR","CA","91342","34.3087229304","-118.4316266862",""
"PR0172473","BIG D'S ROADHOUSE","16805 PRAIRIE AVE","LAWNDALE","CA","90260-3009","33.8782758395","-118.3441392453","310-493-1586"
"PR0173313","LOMITA ALEHOUSE","24123 NARBONNE AVE","LOMITA","CA","90717-1128","","",""
"PR0173332","JOEY RESTAURANT - OUTDOOR BAR","6344 TOPANGA CANYON BLVD # 1010","WOODLAND HILLS","CA","91367","","","818-340-5639"
"PR0173383","JOHNNY O'BRIEN","5248 VAN NUYS BLVD","SHERMAN OAKS","CA","91401-5617","","","310-251-9908"
"PR0173482","HOLLYWOOD HOOKAH LOUNGE","6512 HOLLYWOOD BLVD","LOS ANGELES","CA","90028-6210","34.1014253101","-118.3315902251","323-469-4622"
"PR0173831","HOPE GARDEN ADMIN KITCHEN","12249 N LOPEZ CANYON RD","SYLMAR","CA","91342-5730","","","213-673-4597"
"PR0174396","NEUEHOUSE -  STUDIO ""A"" BAR AT 1ST FLOOR","6121 SUNSET BLVD","LOS ANGELES","CA","90028","34.0981790579","-118.3230885437","323-337-1420"
"PR0175346","RESIDENT","428 S HEWITT ST","LOS ANGELES","CA","90013","","","213-628-7503"
"PR0176097","STARBUCKS","100 UNIVERSAL CITY PLZ","UNIVERSAL CITY","CA","91608","34.1424709902","-118.3568247802","800-864-8377"
"PR0177479","PINK TACO - 2ND FLOOR","8225 SUNSET BLVD","WEST HOLLYWOOD","CA","90046","","","323-380-7474"
"PR0179195","STARBUCKS #28051","1742 S LA CIENEGA BLVD","LOS ANGELES","CA","90035","","",""
